date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,England,"",Total,46276896,10414,Other religion,Other religion: Other religions,0
2011,England,"",Total,46276896,1763,Other religion,Other religion: Own Belief System,0
2011,England,"",Total,46276896,55197,Other religion,Other religion: Pagan,0.1
2011,England,"",Total,46276896,1806,Other religion,Other religion: Pantheism,0
2011,England,"",Total,46276896,5311,Other religion,Other religion: Rastafarian,0
2011,England,"",Total,46276896,8474,Other religion,Other religion: Ravidassia,0
2011,England,"",Total,46276896,188,Other religion,Other religion: Reconstructionist,0
2011,England,"",Total,46276896,1785,Other religion,Other religion: Satanism,0
2011,England,"",Total,46276896,2107,Other religion,Other religion: Scientology,0
2011,England,"",Total,46276896,552,Other religion,Other religion: Shamanism,0
2011,England,"",Total,46276896,667,Other religion,Other religion: Shintoism,0
2011,England,"",Total,46276896,10933,Other religion,Other religion: Spiritual,0
2011,England,"",Total,46276896,35910,Other religion,Other religion: Spiritualist,0.1
2011,England,"",Total,46276896,3907,Other religion,Other religion: Taoist,0
2011,England,"",Total,46276896,782,Other religion,Other religion: Theism,0
2011,England,"",Total,46276896,141,Other religion,Other religion: Thelemite,0
2011,England,"",Total,46276896,384,Other religion,Other religion: Traditional African Religion,0
2011,England,"",Total,46276896,232,Other religion,Other religion: Unification Church,0
2011,England,"",Total,46276896,727,Other religion,Other religion: Universalist,0
2011,England,"",Total,46276896,175,Other religion,Other religion: Vodun,0
2011,England,"",Total,46276896,11455,Other religion,Other religion: Wicca,0
2011,England,"",Total,46276896,1268,Other religion,Other religion: Witchcraft,0
2011,England,"",Total,46276896,2345,Other religion,Other religion: Zoroastrian,0
2011,England,"",Total,46276896,3418499,Religion not stated,Religion not stated,7.4
2011,England,"",Total,46276896,337474,Sikh,Sikh,0.7
