date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,Lewisham,E09000023,Total,32964,-4,No religion,No religion: Atheist,0
2011,Newham,E09000025,Total,12654,14,No religion,No religion: Atheist,0
2011,Southwark,E09000028,Total,33787,35,No religion,No religion: Atheist,0
2011,Tower Hamlets,E09000030,Total,9715,-13,No religion,No religion: Atheist,0
2011,Wandsworth,E09000032,Total,24250,23,No religion,No religion: Atheist,0
2011,Westminster,E09000033,Total,9413,4,No religion,No religion: Atheist,0
2011,Barking and Dagenham,E09000002,Total,14392,1,No religion,No religion: Atheist,0
2011,Barnet,E09000003,Total,31904,-7,No religion,No religion: Atheist,-0.1
2011,Bexley,E09000004,Total,19019,4,No religion,No religion: Atheist,0
2011,Brent,E09000005,Total,22601,19,No religion,No religion: Atheist,0
2011,Bromley,E09000006,Total,18015,8,No religion,No religion: Atheist,0
2011,Croydon,E09000008,Total,47564,-3,No religion,No religion: Atheist,0
2011,Ealing,E09000009,Total,49254,6,No religion,No religion: Atheist,0
2011,Enfield,E09000010,Total,-21324,4,No religion,No religion: Atheist,0
2011,Greenwich,E09000011,Total,10048,11,No religion,No religion: Atheist,0
2011,Harrow,E09000015,Total,17315,-4,No religion,No religion: Atheist,0
2011,Havering,E09000016,Total,9979,6,No religion,No religion: Atheist,0
2011,Hillingdon,E09000017,Total,26170,-2,No religion,No religion: Atheist,0
2011,Hounslow,E09000018,Total,22338,21,No religion,No religion: Atheist,0.1
2011,Kingston upon Thames,E09000021,Total,655,6,No religion,No religion: Atheist,0
2011,Merton,E09000024,Total,2833,3,No religion,No religion: Atheist,0
2011,Redbridge,E09000026,Total,11373,-8,No religion,No religion: Atheist,0
2011,Richmond upon Thames,E09000027,Total,-3410,37,No religion,No religion: Atheist,0
2011,Sutton,E09000029,Total,25169,9,No religion,No religion: Atheist,0
2011,Waltham Forest,E09000031,Total,3687,17,No religion,No religion: Atheist,0
2011,Camden,E09000007,Total,2063,0,No religion,No religion: Free Thinker,0
2011,City of London,E09000001,Total,-241,0,No religion,No religion: Free Thinker,0
2011,Hackney,E09000012,Total,21248,0,No religion,No religion: Free Thinker,0
2011,Hammersmith and Fulham,E09000013,Total,11155,1,No religion,No religion: Free Thinker,0
2011,Haringey,E09000014,Total,17794,0,No religion,No religion: Free Thinker,0
2011,Islington,E09000019,Total,15869,0,No religion,No religion: Free Thinker,0
2011,Kensington and Chelsea,E09000020,Total,8707,0,No religion,No religion: Free Thinker,0
2011,Lambeth,E09000022,Total,38917,0,No religion,No religion: Free Thinker,0
2011,Lewisham,E09000023,Total,32964,0,No religion,No religion: Free Thinker,0
2011,Newham,E09000025,Total,12654,1,No religion,No religion: Free Thinker,0
2011,Southwark,E09000028,Total,33787,0,No religion,No religion: Free Thinker,0
2011,Tower Hamlets,E09000030,Total,9715,0,No religion,No religion: Free Thinker,0
2011,Wandsworth,E09000032,Total,24250,0,No religion,No religion: Free Thinker,0
2011,Westminster,E09000033,Total,9413,1,No religion,No religion: Free Thinker,0
2011,Barking and Dagenham,E09000002,Total,14392,1,No religion,No religion: Free Thinker,0
2011,Barnet,E09000003,Total,31904,0,No religion,No religion: Free Thinker,0
2011,Bexley,E09000004,Total,19019,0,No religion,No religion: Free Thinker,0
2011,Brent,E09000005,Total,22601,0,No religion,No religion: Free Thinker,0
2011,Bromley,E09000006,Total,18015,0,No religion,No religion: Free Thinker,0
2011,Croydon,E09000008,Total,47564,1,No religion,No religion: Free Thinker,0
2011,Ealing,E09000009,Total,49254,0,No religion,No religion: Free Thinker,0
2011,Enfield,E09000010,Total,-21324,0,No religion,No religion: Free Thinker,0
2011,Greenwich,E09000011,Total,10048,0,No religion,No religion: Free Thinker,0
2011,Harrow,E09000015,Total,17315,0,No religion,No religion: Free Thinker,0
2011,Havering,E09000016,Total,9979,0,No religion,No religion: Free Thinker,0
2011,Hillingdon,E09000017,Total,26170,1,No religion,No religion: Free Thinker,0
2011,Hounslow,E09000018,Total,22338,0,No religion,No religion: Free Thinker,0
2011,Kingston upon Thames,E09000021,Total,655,0,No religion,No religion: Free Thinker,0
2011,Merton,E09000024,Total,2833,1,No religion,No religion: Free Thinker,0
2011,Redbridge,E09000026,Total,11373,0,No religion,No religion: Free Thinker,0
2011,Richmond upon Thames,E09000027,Total,-3410,0,No religion,No religion: Free Thinker,0
2011,Sutton,E09000029,Total,25169,0,No religion,No religion: Free Thinker,0
2011,Waltham Forest,E09000031,Total,3687,1,No religion,No religion: Free Thinker,0
2011,Camden,E09000007,Total,2063,410,No religion,No religion: No religion,-0.0999999999999979
2011,City of London,E09000001,Total,-241,-141,No religion,No religion: No religion,-0.799999999999997
2011,Hackney,E09000012,Total,21248,7388,No religion,No religion: No religion,0.600000000000001
2011,Hammersmith and Fulham,E09000013,Total,11155,931,No religion,No religion: No religion,-0.900000000000002
2011,Haringey,E09000014,Total,17794,1882,No religion,No religion: No religion,-0.899999999999999
2011,Islington,E09000019,Total,15869,1034,No religion,No religion: No religion,-1.6
2011,Kensington and Chelsea,E09000020,Total,8707,2698,No religion,No religion: No religion,0.5
2011,Lambeth,E09000022,Total,38917,10817,No religion,No religion: No religion,0
2011,Lewisham,E09000023,Total,32964,-2001,No religion,No religion: No religion,-3.5
2011,Newham,E09000025,Total,12654,-1927,No religion,No religion: No religion,-1
2011,Southwark,E09000028,Total,33787,17993,No religion,No religion: No religion,2.8
2011,Tower Hamlets,E09000030,Total,9715,-3285,No religion,No religion: No religion,-2
2011,Wandsworth,E09000032,Total,24250,21341,No religion,No religion: No religion,4.5
2011,Westminster,E09000033,Total,9413,877,No religion,No religion: No religion,-0.400000000000002
2011,Barking and Dagenham,E09000002,Total,14392,3305,No religion,No religion: No religion,0.300000000000001
2011,Barnet,E09000003,Total,31904,2713,No religion,No religion: No religion,-0.6
2011,Bexley,E09000004,Total,19019,6467,No religion,No religion: No religion,0.699999999999999
2011,Brent,E09000005,Total,22601,2776,No religion,No religion: No religion,0.0999999999999996
2011,Bromley,E09000006,Total,18015,-3147,No religion,No religion: No religion,-2.4
2011,Croydon,E09000008,Total,47564,7332,No religion,No religion: No religion,-0.5
2011,Ealing,E09000009,Total,49254,1739,No religion,No religion: No religion,-1.5
2011,Enfield,E09000010,Total,-21324,6032,No religion,No religion: No religion,3.2
2011,Greenwich,E09000011,Total,10048,930,No religion,No religion: No religion,-0.599999999999998
2011,Harrow,E09000015,Total,17315,1748,No religion,No religion: No religion,0
2011,Havering,E09000016,Total,9979,14840,No religion,No religion: No religion,5.1
2011,Hillingdon,E09000017,Total,26170,1438,No religion,No religion: No religion,-0.999999999999998
2011,Hounslow,E09000018,Total,22338,78,No religion,No religion: No religion,-1.3
2011,Kingston upon Thames,E09000021,Total,655,3633,No religion,No religion: No religion,2.2
2011,Merton,E09000024,Total,2833,2297,No religion,No religion: No religion,0.800000000000001
2011,Redbridge,E09000026,Total,11373,-665,No religion,No religion: No religion,-0.6
2011,Richmond upon Thames,E09000027,Total,-3410,45,No religion,No religion: No religion,0.600000000000001
2011,Sutton,E09000029,Total,25169,10219,No religion,No religion: No religion,1.9
2011,Waltham Forest,E09000031,Total,3687,9046,No religion,No religion: No religion,3.2
2011,Camden,E09000007,Total,2063,8,No religion,No religion: Humanist,0
2011,City of London,E09000001,Total,-241,0,No religion,No religion: Humanist,0
2011,Hackney,E09000012,Total,21248,14,No religion,No religion: Humanist,0
2011,Hammersmith and Fulham,E09000013,Total,11155,4,No religion,No religion: Humanist,0
2011,Haringey,E09000014,Total,17794,6,No religion,No religion: Humanist,0
2011,Islington,E09000019,Total,15869,16,No religion,No religion: Humanist,0
2011,Kensington and Chelsea,E09000020,Total,8707,9,No religion,No religion: Humanist,0
2011,Lambeth,E09000022,Total,38917,10,No religion,No religion: Humanist,0
2011,Lewisham,E09000023,Total,32964,18,No religion,No religion: Humanist,0
2011,Newham,E09000025,Total,12654,2,No religion,No religion: Humanist,0
2011,Southwark,E09000028,Total,33787,2,No religion,No religion: Humanist,0
2011,Tower Hamlets,E09000030,Total,9715,11,No religion,No religion: Humanist,0
2011,Wandsworth,E09000032,Total,24250,-11,No religion,No religion: Humanist,0
2011,Westminster,E09000033,Total,9413,5,No religion,No religion: Humanist,0
2011,Barking and Dagenham,E09000002,Total,14392,0,No religion,No religion: Humanist,0
2011,Barnet,E09000003,Total,31904,2,No religion,No religion: Humanist,0
2011,Bexley,E09000004,Total,19019,3,No religion,No religion: Humanist,0
2011,Brent,E09000005,Total,22601,-1,No religion,No religion: Humanist,0
2011,Bromley,E09000006,Total,18015,12,No religion,No religion: Humanist,0
2011,Croydon,E09000008,Total,47564,-1,No religion,No religion: Humanist,0
2011,Ealing,E09000009,Total,49254,18,No religion,No religion: Humanist,0
2011,Enfield,E09000010,Total,-21324,1,No religion,No religion: Humanist,0
2011,Greenwich,E09000011,Total,10048,13,No religion,No religion: Humanist,0
2011,Harrow,E09000015,Total,17315,6,No religion,No religion: Humanist,0
2011,Havering,E09000016,Total,9979,-6,No religion,No religion: Humanist,0
2011,Hillingdon,E09000017,Total,26170,11,No religion,No religion: Humanist,0
2011,Hounslow,E09000018,Total,22338,11,No religion,No religion: Humanist,0
2011,Kingston upon Thames,E09000021,Total,655,2,No religion,No religion: Humanist,0
2011,Merton,E09000024,Total,2833,13,No religion,No religion: Humanist,0
2011,Redbridge,E09000026,Total,11373,6,No religion,No religion: Humanist,0
2011,Richmond upon Thames,E09000027,Total,-3410,16,No religion,No religion: Humanist,0
2011,Sutton,E09000029,Total,25169,-4,No religion,No religion: Humanist,0
2011,Waltham Forest,E09000031,Total,3687,-5,No religion,No religion: Humanist,0
2011,Camden,E09000007,Total,2063,0,No religion,No religion: Realist,0
2011,City of London,E09000001,Total,-241,0,No religion,No religion: Realist,0
2011,Hackney,E09000012,Total,21248,0,No religion,No religion: Realist,0
2011,Hammersmith and Fulham,E09000013,Total,11155,1,No religion,No religion: Realist,0
2011,Haringey,E09000014,Total,17794,0,No religion,No religion: Realist,0
2011,Islington,E09000019,Total,15869,0,No religion,No religion: Realist,0
2011,Kensington and Chelsea,E09000020,Total,8707,0,No religion,No religion: Realist,0
2011,Lambeth,E09000022,Total,38917,0,No religion,No religion: Realist,0
2011,Lewisham,E09000023,Total,32964,0,No religion,No religion: Realist,0
2011,Newham,E09000025,Total,12654,0,No religion,No religion: Realist,0
2011,Southwark,E09000028,Total,33787,0,No religion,No religion: Realist,0
2011,Tower Hamlets,E09000030,Total,9715,0,No religion,No religion: Realist,0
2011,Wandsworth,E09000032,Total,24250,0,No religion,No religion: Realist,0
2011,Westminster,E09000033,Total,9413,0,No religion,No religion: Realist,0
2011,Barking and Dagenham,E09000002,Total,14392,0,No religion,No religion: Realist,0
2011,Barnet,E09000003,Total,31904,0,No religion,No religion: Realist,0
2011,Bexley,E09000004,Total,19019,0,No religion,No religion: Realist,0
2011,Brent,E09000005,Total,22601,0,No religion,No religion: Realist,0
2011,Bromley,E09000006,Total,18015,0,No religion,No religion: Realist,0
2011,Croydon,E09000008,Total,47564,0,No religion,No religion: Realist,0
2011,Ealing,E09000009,Total,49254,0,No religion,No religion: Realist,0
2011,Enfield,E09000010,Total,-21324,0,No religion,No religion: Realist,0
2011,Greenwich,E09000011,Total,10048,0,No religion,No religion: Realist,0
2011,Harrow,E09000015,Total,17315,0,No religion,No religion: Realist,0
2011,Havering,E09000016,Total,9979,0,No religion,No religion: Realist,0
2011,Hillingdon,E09000017,Total,26170,0,No religion,No religion: Realist,0
2011,Hounslow,E09000018,Total,22338,0,No religion,No religion: Realist,0
2011,Kingston upon Thames,E09000021,Total,655,0,No religion,No religion: Realist,0
2011,Merton,E09000024,Total,2833,0,No religion,No religion: Realist,0
2011,Redbridge,E09000026,Total,11373,0,No religion,No religion: Realist,0
2011,Richmond upon Thames,E09000027,Total,-3410,0,No religion,No religion: Realist,0
2011,Sutton,E09000029,Total,25169,0,No religion,No religion: Realist,0
2011,Waltham Forest,E09000031,Total,3687,0,No religion,No religion: Realist,0
2011,Camden,E09000007,Total,2063,1,Other religion,Other religion: Animism,0
2011,City of London,E09000001,Total,-241,0,Other religion,Other religion: Animism,0
2011,Hackney,E09000012,Total,21248,1,Other religion,Other religion: Animism,0
2011,Hammersmith and Fulham,E09000013,Total,11155,0,Other religion,Other religion: Animism,0
