date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,Yorkshire and The Humber,E12000003,Total,-516387,229,No religion,No religion: Humanist,0
2011,East Midlands,E12000004,Total,550762,165,No religion,No religion: Humanist,0
2011,West Midlands,E12000005,Total,865921,276,No religion,No religion: Humanist,0
2011,East,E12000006,Total,515653,65,No religion,No religion: Humanist,0
2011,London,E12000007,Total,502097,-49,No religion,No religion: Humanist,0
2011,South East,E12000008,Total,267524,669,No religion,No religion: Humanist,0
2011,South West,E12000009,Total,277403,58,No religion,No religion: Humanist,0
2011,North East,E12000001,Total,70611,0,No religion,No religion: Realist,0
2011,North West,E12000002,Total,379331,4,No religion,No religion: Realist,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-3,No religion,No religion: Realist,0
2011,East Midlands,E12000004,Total,550762,3,No religion,No religion: Realist,0
2011,West Midlands,E12000005,Total,865921,0,No religion,No religion: Realist,0
2011,East,E12000006,Total,515653,-1,No religion,No religion: Realist,0
2011,London,E12000007,Total,502097,11,No religion,No religion: Realist,0
2011,South East,E12000008,Total,267524,-6,No religion,No religion: Realist,0
2011,South West,E12000009,Total,277403,-1,No religion,No religion: Realist,0
2011,North East,E12000001,Total,70611,-2,Other religion,Other religion: Animism,0
2011,North West,E12000002,Total,379331,6,Other religion,Other religion: Animism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-1,Other religion,Other religion: Animism,0
2011,East Midlands,E12000004,Total,550762,1,Other religion,Other religion: Animism,0
2011,West Midlands,E12000005,Total,865921,4,Other religion,Other religion: Animism,0
2011,East,E12000006,Total,515653,7,Other religion,Other religion: Animism,0
2011,London,E12000007,Total,502097,22,Other religion,Other religion: Animism,0
2011,South East,E12000008,Total,267524,-9,Other religion,Other religion: Animism,0
2011,South West,E12000009,Total,277403,8,Other religion,Other religion: Animism,0
2011,North East,E12000001,Total,70611,30,Other religion,Other religion: Baha'i,0
2011,North West,E12000002,Total,379331,73,Other religion,Other religion: Baha'i,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,33,Other religion,Other religion: Baha'i,0
2011,East Midlands,E12000004,Total,550762,35,Other religion,Other religion: Baha'i,0
2011,West Midlands,E12000005,Total,865921,111,Other religion,Other religion: Baha'i,0
2011,East,E12000006,Total,515653,103,Other religion,Other religion: Baha'i,0
2011,London,E12000007,Total,502097,14,Other religion,Other religion: Baha'i,0
2011,South East,E12000008,Total,267524,57,Other religion,Other religion: Baha'i,0
2011,South West,E12000009,Total,277403,-20,Other religion,Other religion: Baha'i,0
2011,North East,E12000001,Total,70611,3,Other religion,Other religion: Believe in God,0
2011,North West,E12000002,Total,379331,9,Other religion,Other religion: Believe in God,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-11,Other religion,Other religion: Believe in God,0
2011,East Midlands,E12000004,Total,550762,24,Other religion,Other religion: Believe in God,0
2011,West Midlands,E12000005,Total,865921,38,Other religion,Other religion: Believe in God,0
2011,East,E12000006,Total,515653,54,Other religion,Other religion: Believe in God,0
2011,London,E12000007,Total,502097,162,Other religion,Other religion: Believe in God,0
2011,South East,E12000008,Total,267524,43,Other religion,Other religion: Believe in God,0
2011,South West,E12000009,Total,277403,90,Other religion,Other religion: Believe in God,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Brahma Kumari,0
2011,North West,E12000002,Total,379331,2,Other religion,Other religion: Brahma Kumari,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,1,Other religion,Other religion: Brahma Kumari,0
2011,East Midlands,E12000004,Total,550762,-5,Other religion,Other religion: Brahma Kumari,0
2011,West Midlands,E12000005,Total,865921,-3,Other religion,Other religion: Brahma Kumari,0
2011,East,E12000006,Total,515653,2,Other religion,Other religion: Brahma Kumari,0
2011,London,E12000007,Total,502097,23,Other religion,Other religion: Brahma Kumari,0
2011,South East,E12000008,Total,267524,9,Other religion,Other religion: Brahma Kumari,0
2011,South West,E12000009,Total,277403,0,Other religion,Other religion: Brahma Kumari,0
2011,North East,E12000001,Total,70611,1,Other religion,Other religion: Chinese Religion,0
2011,North West,E12000002,Total,379331,1,Other religion,Other religion: Chinese Religion,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,0,Other religion,Other religion: Chinese Religion,0
2011,East Midlands,E12000004,Total,550762,0,Other religion,Other religion: Chinese Religion,0
2011,West Midlands,E12000005,Total,865921,1,Other religion,Other religion: Chinese Religion,0
2011,East,E12000006,Total,515653,4,Other religion,Other religion: Chinese Religion,0
2011,London,E12000007,Total,502097,5,Other religion,Other religion: Chinese Religion,0
2011,South East,E12000008,Total,267524,4,Other religion,Other religion: Chinese Religion,0
2011,South West,E12000009,Total,277403,0,Other religion,Other religion: Chinese Religion,0
2011,North East,E12000001,Total,70611,1,Other religion,Other religion: Church of All Religion,0
2011,North West,E12000002,Total,379331,2,Other religion,Other religion: Church of All Religion,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,1,Other religion,Other religion: Church of All Religion,0
2011,East Midlands,E12000004,Total,550762,4,Other religion,Other religion: Church of All Religion,0
2011,West Midlands,E12000005,Total,865921,-2,Other religion,Other religion: Church of All Religion,0
2011,East,E12000006,Total,515653,2,Other religion,Other religion: Church of All Religion,0
2011,London,E12000007,Total,502097,7,Other religion,Other religion: Church of All Religion,0
2011,South East,E12000008,Total,267524,10,Other religion,Other religion: Church of All Religion,0
2011,South West,E12000009,Total,277403,-1,Other religion,Other religion: Church of All Religion,0
2011,North East,E12000001,Total,70611,-2,Other religion,Other religion: Confucianist,0
2011,North West,E12000002,Total,379331,2,Other religion,Other religion: Confucianist,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,1,Other religion,Other religion: Confucianist,0
2011,East Midlands,E12000004,Total,550762,1,Other religion,Other religion: Confucianist,0
2011,West Midlands,E12000005,Total,865921,1,Other religion,Other religion: Confucianist,0
2011,East,E12000006,Total,515653,-2,Other religion,Other religion: Confucianist,0
2011,London,E12000007,Total,502097,3,Other religion,Other religion: Confucianist,0
2011,South East,E12000008,Total,267524,4,Other religion,Other religion: Confucianist,0
2011,South West,E12000009,Total,277403,0,Other religion,Other religion: Confucianist,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Deist,0
2011,North West,E12000002,Total,379331,8,Other religion,Other religion: Deist,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,7,Other religion,Other religion: Deist,0
2011,East Midlands,E12000004,Total,550762,4,Other religion,Other religion: Deist,0
2011,West Midlands,E12000005,Total,865921,14,Other religion,Other religion: Deist,0
2011,East,E12000006,Total,515653,22,Other religion,Other religion: Deist,0
2011,London,E12000007,Total,502097,-2,Other religion,Other religion: Deist,0
2011,South East,E12000008,Total,267524,22,Other religion,Other religion: Deist,0
2011,South West,E12000009,Total,277403,10,Other religion,Other religion: Deist,0
2011,North East,E12000001,Total,70611,-6,Other religion,Other religion: Druid,0
2011,North West,E12000002,Total,379331,85,Other religion,Other religion: Druid,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,34,Other religion,Other religion: Druid,0
2011,East Midlands,E12000004,Total,550762,71,Other religion,Other religion: Druid,0
2011,West Midlands,E12000005,Total,865921,7,Other religion,Other religion: Druid,0
2011,East,E12000006,Total,515653,21,Other religion,Other religion: Druid,0
2011,London,E12000007,Total,502097,17,Other religion,Other religion: Druid,0
2011,South East,E12000008,Total,267524,107,Other religion,Other religion: Druid,0
2011,South West,E12000009,Total,277403,62,Other religion,Other religion: Druid,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Druze,0
2011,North West,E12000002,Total,379331,1,Other religion,Other religion: Druze,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,0,Other religion,Other religion: Druze,0
2011,East Midlands,E12000004,Total,550762,0,Other religion,Other religion: Druze,0
2011,West Midlands,E12000005,Total,865921,0,Other religion,Other religion: Druze,0
2011,East,E12000006,Total,515653,0,Other religion,Other religion: Druze,0
2011,London,E12000007,Total,502097,100,Other religion,Other religion: Druze,0
2011,South East,E12000008,Total,267524,-2,Other religion,Other religion: Druze,0
2011,South West,E12000009,Total,277403,1,Other religion,Other religion: Druze,0
2011,North East,E12000001,Total,70611,2,Other religion,Other religion: Eckankar,0
2011,North West,E12000002,Total,379331,0,Other religion,Other religion: Eckankar,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,0,Other religion,Other religion: Eckankar,0
2011,East Midlands,E12000004,Total,550762,1,Other religion,Other religion: Eckankar,0
2011,West Midlands,E12000005,Total,865921,1,Other religion,Other religion: Eckankar,0
2011,East,E12000006,Total,515653,1,Other religion,Other religion: Eckankar,0
2011,London,E12000007,Total,502097,-6,Other religion,Other religion: Eckankar,0
2011,South East,E12000008,Total,267524,12,Other religion,Other religion: Eckankar,0
2011,South West,E12000009,Total,277403,3,Other religion,Other religion: Eckankar,0
2011,North East,E12000001,Total,70611,-3,Other religion,Other religion: Heathen,0
2011,North West,E12000002,Total,379331,35,Other religion,Other religion: Heathen,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,10,Other religion,Other religion: Heathen,0
2011,East Midlands,E12000004,Total,550762,20,Other religion,Other religion: Heathen,0
2011,West Midlands,E12000005,Total,865921,4,Other religion,Other religion: Heathen,0
2011,East,E12000006,Total,515653,37,Other religion,Other religion: Heathen,0
2011,London,E12000007,Total,502097,-1,Other religion,Other religion: Heathen,0
2011,South East,E12000008,Total,267524,16,Other religion,Other religion: Heathen,0
2011,South West,E12000009,Total,277403,37,Other religion,Other religion: Heathen,0
2011,North East,E12000001,Total,70611,9,Other religion,Other religion: Jain,0
2011,North West,E12000002,Total,379331,0,Other religion,Other religion: Jain,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,22,Other religion,Other religion: Jain,0
2011,East Midlands,E12000004,Total,550762,-74,Other religion,Other religion: Jain,0
2011,West Midlands,E12000005,Total,865921,11,Other religion,Other religion: Jain,0
2011,East,E12000006,Total,515653,237,Other religion,Other religion: Jain,0
2011,London,E12000007,Total,502097,-858,Other religion,Other religion: Jain,0
2011,South East,E12000008,Total,267524,67,Other religion,Other religion: Jain,0
2011,South West,E12000009,Total,277403,11,Other religion,Other religion: Jain,0
2011,North East,E12000001,Total,70611,58,Other religion,Other religion: Mixed Religion,0
2011,North West,E12000002,Total,379331,-24,Other religion,Other religion: Mixed Religion,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,19,Other religion,Other religion: Mixed Religion,0
2011,East Midlands,E12000004,Total,550762,261,Other religion,Other religion: Mixed Religion,0
2011,West Midlands,E12000005,Total,865921,51,Other religion,Other religion: Mixed Religion,0
2011,East,E12000006,Total,515653,197,Other religion,Other religion: Mixed Religion,0
2011,London,E12000007,Total,502097,544,Other religion,Other religion: Mixed Religion,0
2011,South East,E12000008,Total,267524,70,Other religion,Other religion: Mixed Religion,0
2011,South West,E12000009,Total,277403,376,Other religion,Other religion: Mixed Religion,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Mysticism,0
2011,North West,E12000002,Total,379331,-1,Other religion,Other religion: Mysticism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,0,Other religion,Other religion: Mysticism,0
2011,East Midlands,E12000004,Total,550762,3,Other religion,Other religion: Mysticism,0
2011,West Midlands,E12000005,Total,865921,3,Other religion,Other religion: Mysticism,0
2011,East,E12000006,Total,515653,1,Other religion,Other religion: Mysticism,0
2011,London,E12000007,Total,502097,-5,Other religion,Other religion: Mysticism,0
2011,South East,E12000008,Total,267524,6,Other religion,Other religion: Mysticism,0
2011,South West,E12000009,Total,277403,-1,Other religion,Other religion: Mysticism,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Native American Church,0
2011,North West,E12000002,Total,379331,0,Other religion,Other religion: Native American Church,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,1,Other religion,Other religion: Native American Church,0
2011,East Midlands,E12000004,Total,550762,1,Other religion,Other religion: Native American Church,0
2011,West Midlands,E12000005,Total,865921,0,Other religion,Other religion: Native American Church,0
2011,East,E12000006,Total,515653,2,Other religion,Other religion: Native American Church,0
2011,London,E12000007,Total,502097,0,Other religion,Other religion: Native American Church,0
2011,South East,E12000008,Total,267524,4,Other religion,Other religion: Native American Church,0
2011,South West,E12000009,Total,277403,0,Other religion,Other religion: Native American Church,0
2011,North East,E12000001,Total,70611,2,Other religion,Other religion: New Age,0
2011,North West,E12000002,Total,379331,6,Other religion,Other religion: New Age,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-5,Other religion,Other religion: New Age,0
2011,East Midlands,E12000004,Total,550762,2,Other religion,Other religion: New Age,0
2011,West Midlands,E12000005,Total,865921,-2,Other religion,Other religion: New Age,0
2011,East,E12000006,Total,515653,0,Other religion,Other religion: New Age,0
2011,London,E12000007,Total,502097,14,Other religion,Other religion: New Age,0
2011,South East,E12000008,Total,267524,-1,Other religion,Other religion: New Age,0
2011,South West,E12000009,Total,277403,14,Other religion,Other religion: New Age,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Occult,0
2011,North West,E12000002,Total,379331,8,Other religion,Other religion: Occult,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,7,Other religion,Other religion: Occult,0
2011,East Midlands,E12000004,Total,550762,6,Other religion,Other religion: Occult,0
2011,West Midlands,E12000005,Total,865921,15,Other religion,Other religion: Occult,0
2011,East,E12000006,Total,515653,5,Other religion,Other religion: Occult,0
2011,London,E12000007,Total,502097,10,Other religion,Other religion: Occult,0
2011,South East,E12000008,Total,267524,17,Other religion,Other religion: Occult,0
2011,South West,E12000009,Total,277403,14,Other religion,Other religion: Occult,0
2011,North East,E12000001,Total,70611,59,Other religion,Other religion: Other religions,0
2011,North West,E12000002,Total,379331,-71,Other religion,Other religion: Other religions,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,77,Other religion,Other religion: Other religions,0
2011,East Midlands,E12000004,Total,550762,141,Other religion,Other religion: Other religions,0
2011,West Midlands,E12000005,Total,865921,239,Other religion,Other religion: Other religions,0
2011,East,E12000006,Total,515653,56,Other religion,Other religion: Other religions,0
2011,London,E12000007,Total,502097,278,Other religion,Other religion: Other religions,0
2011,South East,E12000008,Total,267524,-265,Other religion,Other religion: Other religions,0
2011,South West,E12000009,Total,277403,-42,Other religion,Other religion: Other religions,0
2011,North East,E12000001,Total,70611,16,Other religion,Other religion: Own Belief System,0
2011,North West,E12000002,Total,379331,-5,Other religion,Other religion: Own Belief System,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,26,Other religion,Other religion: Own Belief System,0
2011,East Midlands,E12000004,Total,550762,2,Other religion,Other religion: Own Belief System,0
2011,West Midlands,E12000005,Total,865921,8,Other religion,Other religion: Own Belief System,0
2011,East,E12000006,Total,515653,14,Other religion,Other religion: Own Belief System,0
2011,London,E12000007,Total,502097,3,Other religion,Other religion: Own Belief System,0
2011,South East,E12000008,Total,267524,-21,Other religion,Other religion: Own Belief System,0
2011,South West,E12000009,Total,277403,51,Other religion,Other religion: Own Belief System,0
2011,North East,E12000001,Total,70611,-46,Other religion,Other religion: Pagan,0
2011,North West,E12000002,Total,379331,276,Other religion,Other religion: Pagan,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,252,Other religion,Other religion: Pagan,0
2011,East Midlands,E12000004,Total,550762,947,Other religion,Other religion: Pagan,0
2011,West Midlands,E12000005,Total,865921,108,Other religion,Other religion: Pagan,0
2011,East,E12000006,Total,515653,777,Other religion,Other religion: Pagan,0
2011,London,E12000007,Total,502097,372,Other religion,Other religion: Pagan,0
2011,South East,E12000008,Total,267524,460,Other religion,Other religion: Pagan,0
2011,South West,E12000009,Total,277403,1182,Other religion,Other religion: Pagan,0
2011,North East,E12000001,Total,70611,-6,Other religion,Other religion: Pantheism,0
2011,North West,E12000002,Total,379331,15,Other religion,Other religion: Pantheism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,8,Other religion,Other religion: Pantheism,0
2011,East Midlands,E12000004,Total,550762,16,Other religion,Other religion: Pantheism,0
2011,West Midlands,E12000005,Total,865921,-5,Other religion,Other religion: Pantheism,0
2011,East,E12000006,Total,515653,25,Other religion,Other religion: Pantheism,0
2011,London,E12000007,Total,502097,-6,Other religion,Other religion: Pantheism,0
2011,South East,E12000008,Total,267524,22,Other religion,Other religion: Pantheism,0
2011,South West,E12000009,Total,277403,42,Other religion,Other religion: Pantheism,0
2011,North East,E12000001,Total,70611,15,Other religion,Other religion: Rastafarian,0
2011,North West,E12000002,Total,379331,-5,Other religion,Other religion: Rastafarian,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-101,Other religion,Other religion: Rastafarian,0
2011,East Midlands,E12000004,Total,550762,86,Other religion,Other religion: Rastafarian,0
2011,West Midlands,E12000005,Total,865921,112,Other religion,Other religion: Rastafarian,0
2011,East,E12000006,Total,515653,69,Other religion,Other religion: Rastafarian,0
2011,London,E12000007,Total,502097,358,Other religion,Other religion: Rastafarian,0
2011,South East,E12000008,Total,267524,220,Other religion,Other religion: Rastafarian,0
2011,South West,E12000009,Total,277403,73,Other religion,Other religion: Rastafarian,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Ravidassia,0
2011,North West,E12000002,Total,379331,3,Other religion,Other religion: Ravidassia,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,7,Other religion,Other religion: Ravidassia,0
2011,East Midlands,E12000004,Total,550762,30,Other religion,Other religion: Ravidassia,0
2011,West Midlands,E12000005,Total,865921,268,Other religion,Other religion: Ravidassia,0
2011,East,E12000006,Total,515653,28,Other religion,Other religion: Ravidassia,0
2011,London,E12000007,Total,502097,220,Other religion,Other religion: Ravidassia,0
2011,South East,E12000008,Total,267524,64,Other religion,Other religion: Ravidassia,0
2011,South West,E12000009,Total,277403,-1,Other religion,Other religion: Ravidassia,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Reconstructionist,0
2011,North West,E12000002,Total,379331,-1,Other religion,Other religion: Reconstructionist,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,0,Other religion,Other religion: Reconstructionist,0
2011,East Midlands,E12000004,Total,550762,2,Other religion,Other religion: Reconstructionist,0
2011,West Midlands,E12000005,Total,865921,2,Other religion,Other religion: Reconstructionist,0
2011,East,E12000006,Total,515653,4,Other religion,Other religion: Reconstructionist,0
2011,London,E12000007,Total,502097,6,Other religion,Other religion: Reconstructionist,0
2011,South East,E12000008,Total,267524,7,Other religion,Other religion: Reconstructionist,0
2011,South West,E12000009,Total,277403,5,Other religion,Other religion: Reconstructionist,0
2011,North East,E12000001,Total,70611,0,Other religion,Other religion: Satanism,0
2011,North West,E12000002,Total,379331,24,Other religion,Other religion: Satanism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,48,Other religion,Other religion: Satanism,0
2011,East Midlands,E12000004,Total,550762,-14,Other religion,Other religion: Satanism,0
2011,West Midlands,E12000005,Total,865921,14,Other religion,Other religion: Satanism,0
2011,East,E12000006,Total,515653,14,Other religion,Other religion: Satanism,0
2011,London,E12000007,Total,502097,6,Other religion,Other religion: Satanism,0
2011,South East,E12000008,Total,267524,-22,Other religion,Other religion: Satanism,0
2011,South West,E12000009,Total,277403,25,Other religion,Other religion: Satanism,0
2011,North East,E12000001,Total,70611,5,Other religion,Other religion: Scientology,0
2011,North West,E12000002,Total,379331,-15,Other religion,Other religion: Scientology,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-3,Other religion,Other religion: Scientology,0
2011,East Midlands,E12000004,Total,550762,9,Other religion,Other religion: Scientology,0
2011,West Midlands,E12000005,Total,865921,26,Other religion,Other religion: Scientology,0
2011,East,E12000006,Total,515653,3,Other religion,Other religion: Scientology,0
2011,London,E12000007,Total,502097,37,Other religion,Other religion: Scientology,0
2011,South East,E12000008,Total,267524,-46,Other religion,Other religion: Scientology,0
2011,South West,E12000009,Total,277403,6,Other religion,Other religion: Scientology,0
2011,North East,E12000001,Total,70611,2,Other religion,Other religion: Shamanism,0
2011,North West,E12000002,Total,379331,5,Other religion,Other religion: Shamanism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,-7,Other religion,Other religion: Shamanism,0
2011,East Midlands,E12000004,Total,550762,5,Other religion,Other religion: Shamanism,0
2011,West Midlands,E12000005,Total,865921,11,Other religion,Other religion: Shamanism,0
2011,East,E12000006,Total,515653,0,Other religion,Other religion: Shamanism,0
2011,London,E12000007,Total,502097,21,Other religion,Other religion: Shamanism,0
2011,South East,E12000008,Total,267524,13,Other religion,Other religion: Shamanism,0
2011,South West,E12000009,Total,277403,31,Other religion,Other religion: Shamanism,0
2011,North East,E12000001,Total,70611,2,Other religion,Other religion: Shintoism,0
2011,North West,E12000002,Total,379331,11,Other religion,Other religion: Shintoism,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,13,Other religion,Other religion: Shintoism,0
2011,East Midlands,E12000004,Total,550762,4,Other religion,Other religion: Shintoism,0
2011,West Midlands,E12000005,Total,865921,16,Other religion,Other religion: Shintoism,0
2011,East,E12000006,Total,515653,2,Other religion,Other religion: Shintoism,0
2011,London,E12000007,Total,502097,-27,Other religion,Other religion: Shintoism,0
2011,South East,E12000008,Total,267524,34,Other religion,Other religion: Shintoism,0
2011,South West,E12000009,Total,277403,23,Other religion,Other religion: Shintoism,0
2011,North East,E12000001,Total,70611,15,Other religion,Other religion: Spiritual,0
2011,North West,E12000002,Total,379331,235,Other religion,Other religion: Spiritual,0
2011,Yorkshire and The Humber,E12000003,Total,-516387,62,Other religion,Other religion: Spiritual,0
2011,East Midlands,E12000004,Total,550762,132,Other religion,Other religion: Spiritual,0
2011,West Midlands,E12000005,Total,865921,111,Other religion,Other religion: Spiritual,0
2011,East,E12000006,Total,515653,201,Other religion,Other religion: Spiritual,0
2011,London,E12000007,Total,502097,279,Other religion,Other religion: Spiritual,0
