date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,South West,E12000009,Total,5288935,8,Other religion,Other religion: Chinese Religion,0
2011,North East,E12000001,Total,2596886,10,Other religion,Other religion: Church of All Religion,0
2011,North West,E12000002,Total,7052177,26,Other religion,Other religion: Church of All Religion,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,25,Other religion,Other religion: Church of All Religion,0
2011,East Midlands,E12000004,Total,4533222,28,Other religion,Other religion: Church of All Religion,0
2011,West Midlands,E12000005,Total,5601847,28,Other religion,Other religion: Church of All Religion,0
2011,East,E12000006,Total,5846965,37,Other religion,Other religion: Church of All Religion,0
2011,London,E12000007,Total,8173941,103,Other religion,Other religion: Church of All Religion,0
2011,South East,E12000008,Total,8634750,63,Other religion,Other religion: Church of All Religion,0
2011,South West,E12000009,Total,5288935,60,Other religion,Other religion: Church of All Religion,0
2011,North East,E12000001,Total,2596886,10,Other religion,Other religion: Confucianist,0
2011,North West,E12000002,Total,7052177,10,Other religion,Other religion: Confucianist,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,8,Other religion,Other religion: Confucianist,0
2011,East Midlands,E12000004,Total,4533222,3,Other religion,Other religion: Confucianist,0
2011,West Midlands,E12000005,Total,5601847,16,Other religion,Other religion: Confucianist,0
2011,East,E12000006,Total,5846965,9,Other religion,Other religion: Confucianist,0
2011,London,E12000007,Total,8173941,33,Other religion,Other religion: Confucianist,0
2011,South East,E12000008,Total,8634750,20,Other religion,Other religion: Confucianist,0
2011,South West,E12000009,Total,5288935,7,Other religion,Other religion: Confucianist,0
2011,North East,E12000001,Total,2596886,30,Other religion,Other religion: Deist,0
2011,North West,E12000002,Total,7052177,117,Other religion,Other religion: Deist,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,85,Other religion,Other religion: Deist,0
2011,East Midlands,E12000004,Total,4533222,90,Other religion,Other religion: Deist,0
2011,West Midlands,E12000005,Total,5601847,100,Other religion,Other religion: Deist,0
2011,East,E12000006,Total,5846965,115,Other religion,Other religion: Deist,0
2011,London,E12000007,Total,8173941,244,Other religion,Other religion: Deist,0
2011,South East,E12000008,Total,8634750,229,Other religion,Other religion: Deist,0
2011,South West,E12000009,Total,5288935,132,Other religion,Other religion: Deist,0
2011,North East,E12000001,Total,2596886,132,Other religion,Other religion: Druid,0
2011,North West,E12000002,Total,7052177,404,Other religion,Other religion: Druid,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,308,Other religion,Other religion: Druid,0
2011,East Midlands,E12000004,Total,4533222,387,Other religion,Other religion: Druid,0
2011,West Midlands,E12000005,Total,5601847,423,Other religion,Other religion: Druid,0
2011,East,E12000006,Total,5846965,434,Other religion,Other religion: Druid,0
2011,London,E12000007,Total,8173941,361,Other religion,Other religion: Druid,0
2011,South East,E12000008,Total,8634750,833,Other religion,Other religion: Druid,0
2011,South West,E12000009,Total,5288935,664,Other religion,Other religion: Druid,0
2011,North East,E12000001,Total,2596886,2,Other religion,Other religion: Druze,0
2011,North West,E12000002,Total,7052177,17,Other religion,Other religion: Druze,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,8,Other religion,Other religion: Druze,0
2011,East Midlands,E12000004,Total,4533222,5,Other religion,Other religion: Druze,0
2011,West Midlands,E12000005,Total,5601847,5,Other religion,Other religion: Druze,0
2011,East,E12000006,Total,5846965,15,Other religion,Other religion: Druze,0
2011,London,E12000007,Total,8173941,397,Other religion,Other religion: Druze,0
2011,South East,E12000008,Total,8634750,51,Other religion,Other religion: Druze,0
2011,South West,E12000009,Total,5288935,4,Other religion,Other religion: Druze,0
2011,North East,E12000001,Total,2596886,9,Other religion,Other religion: Eckankar,0
2011,North West,E12000002,Total,7052177,26,Other religion,Other religion: Eckankar,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,21,Other religion,Other religion: Eckankar,0
2011,East Midlands,E12000004,Total,4533222,17,Other religion,Other religion: Eckankar,0
2011,West Midlands,E12000005,Total,5601847,10,Other religion,Other religion: Eckankar,0
2011,East,E12000006,Total,5846965,28,Other religion,Other religion: Eckankar,0
2011,London,E12000007,Total,8173941,156,Other religion,Other religion: Eckankar,0
2011,South East,E12000008,Total,8634750,67,Other religion,Other religion: Eckankar,0
2011,South West,E12000009,Total,5288935,33,Other religion,Other religion: Eckankar,0
2011,North East,E12000001,Total,2596886,72,Other religion,Other religion: Heathen,0
2011,North West,E12000002,Total,7052177,230,Other religion,Other religion: Heathen,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,182,Other religion,Other religion: Heathen,0
2011,East Midlands,E12000004,Total,4533222,231,Other religion,Other religion: Heathen,0
2011,West Midlands,E12000005,Total,5601847,173,Other religion,Other religion: Heathen,0
2011,East,E12000006,Total,5846965,237,Other religion,Other religion: Heathen,0
2011,London,E12000007,Total,8173941,202,Other religion,Other religion: Heathen,0
2011,South East,E12000008,Total,8634750,333,Other religion,Other religion: Heathen,0
2011,South West,E12000009,Total,5288935,207,Other religion,Other religion: Heathen,0
2011,North East,E12000001,Total,2596886,42,Other religion,Other religion: Jain,0
2011,North West,E12000002,Total,7052177,554,Other religion,Other religion: Jain,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,215,Other religion,Other religion: Jain,0
2011,East Midlands,E12000004,Total,4533222,1162,Other religion,Other religion: Jain,0
2011,West Midlands,E12000005,Total,5601847,580,Other religion,Other religion: Jain,0
2011,East,E12000006,Total,5846965,1609,Other religion,Other religion: Jain,0
2011,London,E12000007,Total,8173941,15020,Other religion,Other religion: Jain,0.2
2011,South East,E12000008,Total,8634750,881,Other religion,Other religion: Jain,0
2011,South West,E12000009,Total,5288935,130,Other religion,Other religion: Jain,0
2011,North East,E12000001,Total,2596886,436,Other religion,Other religion: Mixed Religion,0
2011,North West,E12000002,Total,7052177,1705,Other religion,Other religion: Mixed Religion,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,1433,Other religion,Other religion: Mixed Religion,0
2011,East Midlands,E12000004,Total,4533222,1485,Other religion,Other religion: Mixed Religion,0
2011,West Midlands,E12000005,Total,5601847,2047,Other religion,Other religion: Mixed Religion,0
2011,East,E12000006,Total,5846965,2220,Other religion,Other religion: Mixed Religion,0
2011,London,E12000007,Total,8173941,3139,Other religion,Other religion: Mixed Religion,0
2011,South East,E12000008,Total,8634750,4845,Other religion,Other religion: Mixed Religion,0.1
2011,South West,E12000009,Total,5288935,4597,Other religion,Other religion: Mixed Religion,0.1
2011,North East,E12000001,Total,2596886,7,Other religion,Other religion: Mysticism,0
2011,North West,E12000002,Total,7052177,20,Other religion,Other religion: Mysticism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,7,Other religion,Other religion: Mysticism,0
2011,East Midlands,E12000004,Total,4533222,12,Other religion,Other religion: Mysticism,0
2011,West Midlands,E12000005,Total,5601847,16,Other religion,Other religion: Mysticism,0
2011,East,E12000006,Total,5846965,13,Other religion,Other religion: Mysticism,0
2011,London,E12000007,Total,8173941,53,Other religion,Other religion: Mysticism,0
2011,South East,E12000008,Total,8634750,38,Other religion,Other religion: Mysticism,0
2011,South West,E12000009,Total,5288935,26,Other religion,Other religion: Mysticism,0
2011,North East,E12000001,Total,2596886,6,Other religion,Other religion: Native American Church,0
2011,North West,E12000002,Total,7052177,10,Other religion,Other religion: Native American Church,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,9,Other religion,Other religion: Native American Church,0
2011,East Midlands,E12000004,Total,4533222,11,Other religion,Other religion: Native American Church,0
2011,West Midlands,E12000005,Total,5601847,8,Other religion,Other religion: Native American Church,0
2011,East,E12000006,Total,5846965,13,Other religion,Other religion: Native American Church,0
2011,London,E12000007,Total,8173941,8,Other religion,Other religion: Native American Church,0
2011,South East,E12000008,Total,8634750,34,Other religion,Other religion: Native American Church,0
2011,South West,E12000009,Total,5288935,20,Other religion,Other religion: Native American Church,0
2011,North East,E12000001,Total,2596886,20,Other religion,Other religion: New Age,0
2011,North West,E12000002,Total,7052177,66,Other religion,Other religion: New Age,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,61,Other religion,Other religion: New Age,0
2011,East Midlands,E12000004,Total,4533222,51,Other religion,Other religion: New Age,0
2011,West Midlands,E12000005,Total,5601847,56,Other religion,Other religion: New Age,0
2011,East,E12000006,Total,5846965,67,Other religion,Other religion: New Age,0
2011,London,E12000007,Total,8173941,126,Other religion,Other religion: New Age,0
2011,South East,E12000008,Total,8634750,106,Other religion,Other religion: New Age,0
2011,South West,E12000009,Total,5288935,112,Other religion,Other religion: New Age,0
2011,North East,E12000001,Total,2596886,15,Other religion,Other religion: Occult,0
2011,North West,E12000002,Total,7052177,50,Other religion,Other religion: Occult,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,48,Other religion,Other religion: Occult,0
2011,East Midlands,E12000004,Total,4533222,27,Other religion,Other religion: Occult,0
2011,West Midlands,E12000005,Total,5601847,36,Other religion,Other religion: Occult,0
2011,East,E12000006,Total,5846965,55,Other religion,Other religion: Occult,0
2011,London,E12000007,Total,8173941,77,Other religion,Other religion: Occult,0
2011,South East,E12000008,Total,8634750,99,Other religion,Other religion: Occult,0
2011,South West,E12000009,Total,5288935,67,Other religion,Other religion: Occult,0
2011,North East,E12000001,Total,2596886,330,Other religion,Other religion: Other religions,0
2011,North West,E12000002,Total,7052177,1173,Other religion,Other religion: Other religions,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,986,Other religion,Other religion: Other religions,0
2011,East Midlands,E12000004,Total,4533222,848,Other religion,Other religion: Other religions,0
2011,West Midlands,E12000005,Total,5601847,1171,Other religion,Other religion: Other religions,0
2011,East,E12000006,Total,5846965,1430,Other religion,Other religion: Other religions,0
2011,London,E12000007,Total,8173941,3426,Other religion,Other religion: Other religions,0
2011,South East,E12000008,Total,8634750,2038,Other religion,Other religion: Other religions,0
2011,South West,E12000009,Total,5288935,1428,Other religion,Other religion: Other religions,0
2011,North East,E12000001,Total,2596886,63,Other religion,Other religion: Own Belief System,0
2011,North West,E12000002,Total,7052177,162,Other religion,Other religion: Own Belief System,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,141,Other religion,Other religion: Own Belief System,0
2011,East Midlands,E12000004,Total,4533222,134,Other religion,Other religion: Own Belief System,0
2011,West Midlands,E12000005,Total,5601847,134,Other religion,Other religion: Own Belief System,0
2011,East,E12000006,Total,5846965,226,Other religion,Other religion: Own Belief System,0
2011,London,E12000007,Total,8173941,331,Other religion,Other religion: Own Belief System,0
2011,South East,E12000008,Total,8634750,359,Other religion,Other religion: Own Belief System,0
2011,South West,E12000009,Total,5288935,292,Other religion,Other religion: Own Belief System,0
2011,North East,E12000001,Total,2596886,1802,Other religion,Other religion: Pagan,0.1
2011,North West,E12000002,Total,7052177,5350,Other religion,Other religion: Pagan,0.1
2011,Yorkshire and The Humber,E12000003,Total,5283733,4919,Other religion,Other religion: Pagan,0.1
2011,East Midlands,E12000004,Total,4533222,5437,Other religion,Other religion: Pagan,0.1
2011,West Midlands,E12000005,Total,5601847,5147,Other religion,Other religion: Pagan,0.1
2011,East,E12000006,Total,5846965,6284,Other religion,Other religion: Pagan,0.1
2011,London,E12000007,Total,8173941,4943,Other religion,Other religion: Pagan,0.1
2011,South East,E12000008,Total,8634750,10337,Other religion,Other religion: Pagan,0.1
2011,South West,E12000009,Total,5288935,8953,Other religion,Other religion: Pagan,0.2
2011,North East,E12000001,Total,2596886,66,Other religion,Other religion: Pantheism,0
2011,North West,E12000002,Total,7052177,215,Other religion,Other religion: Pantheism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,200,Other religion,Other religion: Pantheism,0
2011,East Midlands,E12000004,Total,4533222,147,Other religion,Other religion: Pantheism,0
2011,West Midlands,E12000005,Total,5601847,144,Other religion,Other religion: Pantheism,0
2011,East,E12000006,Total,5846965,223,Other religion,Other religion: Pantheism,0
2011,London,E12000007,Total,8173941,348,Other religion,Other religion: Pantheism,0
2011,South East,E12000008,Total,8634750,403,Other religion,Other religion: Pantheism,0
2011,South West,E12000009,Total,5288935,359,Other religion,Other religion: Pantheism,0
2011,North East,E12000001,Total,2596886,149,Other religion,Other religion: Rastafarian,0
2011,North West,E12000002,Total,7052177,590,Other religion,Other religion: Rastafarian,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,562,Other religion,Other religion: Rastafarian,0
2011,East Midlands,E12000004,Total,4533222,500,Other religion,Other religion: Rastafarian,0
2011,West Midlands,E12000005,Total,5601847,1005,Other religion,Other religion: Rastafarian,0
2011,East,E12000006,Total,5846965,572,Other religion,Other religion: Rastafarian,0
2011,London,E12000007,Total,8173941,2629,Other religion,Other religion: Rastafarian,0
2011,South East,E12000008,Total,8634750,853,Other religion,Other religion: Rastafarian,0
2011,South West,E12000009,Total,5288935,797,Other religion,Other religion: Rastafarian,0
2011,North East,E12000001,Total,2596886,5,Other religion,Other religion: Ravidassia,0
2011,North West,E12000002,Total,7052177,33,Other religion,Other religion: Ravidassia,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,303,Other religion,Other religion: Ravidassia,0
2011,East Midlands,E12000004,Total,4533222,469,Other religion,Other religion: Ravidassia,0
2011,West Midlands,E12000005,Total,5601847,6690,Other religion,Other religion: Ravidassia,0.1
2011,East,E12000006,Total,5846965,1161,Other religion,Other religion: Ravidassia,0
2011,London,E12000007,Total,8173941,1575,Other religion,Other religion: Ravidassia,0
2011,South East,E12000008,Total,8634750,755,Other religion,Other religion: Ravidassia,0
2011,South West,E12000009,Total,5288935,54,Other religion,Other religion: Ravidassia,0
2011,North East,E12000001,Total,2596886,5,Other religion,Other religion: Reconstructionist,0
2011,North West,E12000002,Total,7052177,14,Other religion,Other religion: Reconstructionist,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,21,Other religion,Other religion: Reconstructionist,0
2011,East Midlands,E12000004,Total,4533222,17,Other religion,Other religion: Reconstructionist,0
2011,West Midlands,E12000005,Total,5601847,13,Other religion,Other religion: Reconstructionist,0
2011,East,E12000006,Total,5846965,27,Other religion,Other religion: Reconstructionist,0
2011,London,E12000007,Total,8173941,54,Other religion,Other religion: Reconstructionist,0
2011,South East,E12000008,Total,8634750,51,Other religion,Other religion: Reconstructionist,0
2011,South West,E12000009,Total,5288935,21,Other religion,Other religion: Reconstructionist,0
2011,North East,E12000001,Total,2596886,100,Other religion,Other religion: Satanism,0
2011,North West,E12000002,Total,7052177,215,Other religion,Other religion: Satanism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,186,Other religion,Other religion: Satanism,0
2011,East Midlands,E12000004,Total,4533222,171,Other religion,Other religion: Satanism,0
2011,West Midlands,E12000005,Total,5601847,178,Other religion,Other religion: Satanism,0
2011,East,E12000006,Total,5846965,180,Other religion,Other religion: Satanism,0
2011,London,E12000007,Total,8173941,232,Other religion,Other religion: Satanism,0
2011,South East,E12000008,Total,8634750,300,Other religion,Other religion: Satanism,0
2011,South West,E12000009,Total,5288935,238,Other religion,Other religion: Satanism,0
2011,North East,E12000001,Total,2596886,62,Other religion,Other religion: Scientology,0
2011,North West,E12000002,Total,7052177,233,Other religion,Other religion: Scientology,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,112,Other religion,Other religion: Scientology,0
2011,East Midlands,E12000004,Total,4533222,101,Other religion,Other religion: Scientology,0
2011,West Midlands,E12000005,Total,5601847,156,Other religion,Other religion: Scientology,0
2011,East,E12000006,Total,5846965,122,Other religion,Other religion: Scientology,0
2011,London,E12000007,Total,8173941,321,Other religion,Other religion: Scientology,0
2011,South East,E12000008,Total,8634750,1066,Other religion,Other religion: Scientology,0
2011,South West,E12000009,Total,5288935,188,Other religion,Other religion: Scientology,0
2011,North East,E12000001,Total,2596886,18,Other religion,Other religion: Shamanism,0
2011,North West,E12000002,Total,7052177,60,Other religion,Other religion: Shamanism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,69,Other religion,Other religion: Shamanism,0
2011,East Midlands,E12000004,Total,4533222,61,Other religion,Other religion: Shamanism,0
2011,West Midlands,E12000005,Total,5601847,43,Other religion,Other religion: Shamanism,0
2011,East,E12000006,Total,5846965,57,Other religion,Other religion: Shamanism,0
2011,London,E12000007,Total,8173941,88,Other religion,Other religion: Shamanism,0
2011,South East,E12000008,Total,8634750,105,Other religion,Other religion: Shamanism,0
2011,South West,E12000009,Total,5288935,111,Other religion,Other religion: Shamanism,0
2011,North East,E12000001,Total,2596886,23,Other religion,Other religion: Shintoism,0
2011,North West,E12000002,Total,7052177,55,Other religion,Other religion: Shintoism,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,62,Other religion,Other religion: Shintoism,0
2011,East Midlands,E12000004,Total,4533222,39,Other religion,Other religion: Shintoism,0
2011,West Midlands,E12000005,Total,5601847,64,Other religion,Other religion: Shintoism,0
2011,East,E12000006,Total,5846965,95,Other religion,Other religion: Shintoism,0
2011,London,E12000007,Total,8173941,408,Other religion,Other religion: Shintoism,0
