date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,South East,E12000008,Total,8902274,79,Other religion,Other religion: Eckankar,0
2011,South West,E12000009,Total,5566338,36,Other religion,Other religion: Eckankar,0
2011,North East,E12000001,Total,2667497,69,Other religion,Other religion: Heathen,0
2011,North West,E12000002,Total,7431508,265,Other religion,Other religion: Heathen,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,192,Other religion,Other religion: Heathen,0
2011,East Midlands,E12000004,Total,5083984,251,Other religion,Other religion: Heathen,0
2011,West Midlands,E12000005,Total,6467768,177,Other religion,Other religion: Heathen,0
2011,East,E12000006,Total,6362618,274,Other religion,Other religion: Heathen,0
2011,London,E12000007,Total,8676038,201,Other religion,Other religion: Heathen,0
2011,South East,E12000008,Total,8902274,349,Other religion,Other religion: Heathen,0
2011,South West,E12000009,Total,5566338,244,Other religion,Other religion: Heathen,0
2011,North East,E12000001,Total,2667497,51,Other religion,Other religion: Jain,0
2011,North West,E12000002,Total,7431508,554,Other religion,Other religion: Jain,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,237,Other religion,Other religion: Jain,0
2011,East Midlands,E12000004,Total,5083984,1088,Other religion,Other religion: Jain,0
2011,West Midlands,E12000005,Total,6467768,591,Other religion,Other religion: Jain,0
2011,East,E12000006,Total,6362618,1846,Other religion,Other religion: Jain,0
2011,London,E12000007,Total,8676038,14162,Other religion,Other religion: Jain,0.2
2011,South East,E12000008,Total,8902274,948,Other religion,Other religion: Jain,0
2011,South West,E12000009,Total,5566338,141,Other religion,Other religion: Jain,0
2011,North East,E12000001,Total,2667497,494,Other religion,Other religion: Mixed Religion,0
2011,North West,E12000002,Total,7431508,1681,Other religion,Other religion: Mixed Religion,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,1452,Other religion,Other religion: Mixed Religion,0
2011,East Midlands,E12000004,Total,5083984,1746,Other religion,Other religion: Mixed Religion,0
2011,West Midlands,E12000005,Total,6467768,2098,Other religion,Other religion: Mixed Religion,0
2011,East,E12000006,Total,6362618,2417,Other religion,Other religion: Mixed Religion,0
2011,London,E12000007,Total,8676038,3683,Other religion,Other religion: Mixed Religion,0
2011,South East,E12000008,Total,8902274,4915,Other religion,Other religion: Mixed Religion,0.1
2011,South West,E12000009,Total,5566338,4973,Other religion,Other religion: Mixed Religion,0.1
2011,North East,E12000001,Total,2667497,7,Other religion,Other religion: Mysticism,0
2011,North West,E12000002,Total,7431508,19,Other religion,Other religion: Mysticism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,7,Other religion,Other religion: Mysticism,0
2011,East Midlands,E12000004,Total,5083984,15,Other religion,Other religion: Mysticism,0
2011,West Midlands,E12000005,Total,6467768,19,Other religion,Other religion: Mysticism,0
2011,East,E12000006,Total,6362618,14,Other religion,Other religion: Mysticism,0
2011,London,E12000007,Total,8676038,48,Other religion,Other religion: Mysticism,0
2011,South East,E12000008,Total,8902274,44,Other religion,Other religion: Mysticism,0
2011,South West,E12000009,Total,5566338,25,Other religion,Other religion: Mysticism,0
2011,North East,E12000001,Total,2667497,6,Other religion,Other religion: Native American Church,0
2011,North West,E12000002,Total,7431508,10,Other religion,Other religion: Native American Church,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,10,Other religion,Other religion: Native American Church,0
2011,East Midlands,E12000004,Total,5083984,12,Other religion,Other religion: Native American Church,0
2011,West Midlands,E12000005,Total,6467768,8,Other religion,Other religion: Native American Church,0
2011,East,E12000006,Total,6362618,15,Other religion,Other religion: Native American Church,0
2011,London,E12000007,Total,8676038,8,Other religion,Other religion: Native American Church,0
2011,South East,E12000008,Total,8902274,38,Other religion,Other religion: Native American Church,0
2011,South West,E12000009,Total,5566338,20,Other religion,Other religion: Native American Church,0
2011,North East,E12000001,Total,2667497,22,Other religion,Other religion: New Age,0
2011,North West,E12000002,Total,7431508,72,Other religion,Other religion: New Age,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,56,Other religion,Other religion: New Age,0
2011,East Midlands,E12000004,Total,5083984,53,Other religion,Other religion: New Age,0
2011,West Midlands,E12000005,Total,6467768,54,Other religion,Other religion: New Age,0
2011,East,E12000006,Total,6362618,67,Other religion,Other religion: New Age,0
2011,London,E12000007,Total,8676038,140,Other religion,Other religion: New Age,0
2011,South East,E12000008,Total,8902274,105,Other religion,Other religion: New Age,0
2011,South West,E12000009,Total,5566338,126,Other religion,Other religion: New Age,0
2011,North East,E12000001,Total,2667497,15,Other religion,Other religion: Occult,0
2011,North West,E12000002,Total,7431508,58,Other religion,Other religion: Occult,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,55,Other religion,Other religion: Occult,0
2011,East Midlands,E12000004,Total,5083984,33,Other religion,Other religion: Occult,0
2011,West Midlands,E12000005,Total,6467768,51,Other religion,Other religion: Occult,0
2011,East,E12000006,Total,6362618,60,Other religion,Other religion: Occult,0
2011,London,E12000007,Total,8676038,87,Other religion,Other religion: Occult,0
2011,South East,E12000008,Total,8902274,116,Other religion,Other religion: Occult,0
2011,South West,E12000009,Total,5566338,81,Other religion,Other religion: Occult,0
2011,North East,E12000001,Total,2667497,389,Other religion,Other religion: Other religions,0
2011,North West,E12000002,Total,7431508,1102,Other religion,Other religion: Other religions,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,1063,Other religion,Other religion: Other religions,0
2011,East Midlands,E12000004,Total,5083984,989,Other religion,Other religion: Other religions,0
2011,West Midlands,E12000005,Total,6467768,1410,Other religion,Other religion: Other religions,0
2011,East,E12000006,Total,6362618,1486,Other religion,Other religion: Other religions,0
2011,London,E12000007,Total,8676038,3704,Other religion,Other religion: Other religions,0
2011,South East,E12000008,Total,8902274,1773,Other religion,Other religion: Other religions,0
2011,South West,E12000009,Total,5566338,1386,Other religion,Other religion: Other religions,0
2011,North East,E12000001,Total,2667497,79,Other religion,Other religion: Own Belief System,0
2011,North West,E12000002,Total,7431508,157,Other religion,Other religion: Own Belief System,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,167,Other religion,Other religion: Own Belief System,0
2011,East Midlands,E12000004,Total,5083984,136,Other religion,Other religion: Own Belief System,0
2011,West Midlands,E12000005,Total,6467768,142,Other religion,Other religion: Own Belief System,0
2011,East,E12000006,Total,6362618,240,Other religion,Other religion: Own Belief System,0
2011,London,E12000007,Total,8676038,334,Other religion,Other religion: Own Belief System,0
2011,South East,E12000008,Total,8902274,338,Other religion,Other religion: Own Belief System,0
2011,South West,E12000009,Total,5566338,343,Other religion,Other religion: Own Belief System,0
2011,North East,E12000001,Total,2667497,1756,Other religion,Other religion: Pagan,0.1
2011,North West,E12000002,Total,7431508,5626,Other religion,Other religion: Pagan,0.1
2011,Yorkshire and The Humber,E12000003,Total,4767346,5171,Other religion,Other religion: Pagan,0.1
2011,East Midlands,E12000004,Total,5083984,6384,Other religion,Other religion: Pagan,0.1
2011,West Midlands,E12000005,Total,6467768,5255,Other religion,Other religion: Pagan,0.1
2011,East,E12000006,Total,6362618,7061,Other religion,Other religion: Pagan,0.1
2011,London,E12000007,Total,8676038,5315,Other religion,Other religion: Pagan,0.1
2011,South East,E12000008,Total,8902274,10797,Other religion,Other religion: Pagan,0.1
2011,South West,E12000009,Total,5566338,10135,Other religion,Other religion: Pagan,0.2
2011,North East,E12000001,Total,2667497,60,Other religion,Other religion: Pantheism,0
2011,North West,E12000002,Total,7431508,230,Other religion,Other religion: Pantheism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,208,Other religion,Other religion: Pantheism,0
2011,East Midlands,E12000004,Total,5083984,163,Other religion,Other religion: Pantheism,0
2011,West Midlands,E12000005,Total,6467768,139,Other religion,Other religion: Pantheism,0
2011,East,E12000006,Total,6362618,248,Other religion,Other religion: Pantheism,0
2011,London,E12000007,Total,8676038,342,Other religion,Other religion: Pantheism,0
2011,South East,E12000008,Total,8902274,425,Other religion,Other religion: Pantheism,0
2011,South West,E12000009,Total,5566338,401,Other religion,Other religion: Pantheism,0
2011,North East,E12000001,Total,2667497,164,Other religion,Other religion: Rastafarian,0
2011,North West,E12000002,Total,7431508,585,Other religion,Other religion: Rastafarian,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,461,Other religion,Other religion: Rastafarian,0
2011,East Midlands,E12000004,Total,5083984,586,Other religion,Other religion: Rastafarian,0
2011,West Midlands,E12000005,Total,6467768,1117,Other religion,Other religion: Rastafarian,0
2011,East,E12000006,Total,6362618,641,Other religion,Other religion: Rastafarian,0
2011,London,E12000007,Total,8676038,2987,Other religion,Other religion: Rastafarian,0
2011,South East,E12000008,Total,8902274,1073,Other religion,Other religion: Rastafarian,0
2011,South West,E12000009,Total,5566338,870,Other religion,Other religion: Rastafarian,0
2011,North East,E12000001,Total,2667497,5,Other religion,Other religion: Ravidassia,0
2011,North West,E12000002,Total,7431508,36,Other religion,Other religion: Ravidassia,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,310,Other religion,Other religion: Ravidassia,0
2011,East Midlands,E12000004,Total,5083984,499,Other religion,Other religion: Ravidassia,0
2011,West Midlands,E12000005,Total,6467768,6958,Other religion,Other religion: Ravidassia,0.1
2011,East,E12000006,Total,6362618,1189,Other religion,Other religion: Ravidassia,0
2011,London,E12000007,Total,8676038,1795,Other religion,Other religion: Ravidassia,0
2011,South East,E12000008,Total,8902274,819,Other religion,Other religion: Ravidassia,0
2011,South West,E12000009,Total,5566338,53,Other religion,Other religion: Ravidassia,0
2011,North East,E12000001,Total,2667497,5,Other religion,Other religion: Reconstructionist,0
2011,North West,E12000002,Total,7431508,13,Other religion,Other religion: Reconstructionist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,21,Other religion,Other religion: Reconstructionist,0
2011,East Midlands,E12000004,Total,5083984,19,Other religion,Other religion: Reconstructionist,0
2011,West Midlands,E12000005,Total,6467768,15,Other religion,Other religion: Reconstructionist,0
2011,East,E12000006,Total,6362618,31,Other religion,Other religion: Reconstructionist,0
2011,London,E12000007,Total,8676038,60,Other religion,Other religion: Reconstructionist,0
2011,South East,E12000008,Total,8902274,58,Other religion,Other religion: Reconstructionist,0
2011,South West,E12000009,Total,5566338,26,Other religion,Other religion: Reconstructionist,0
2011,North East,E12000001,Total,2667497,100,Other religion,Other religion: Satanism,0
2011,North West,E12000002,Total,7431508,239,Other religion,Other religion: Satanism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,234,Other religion,Other religion: Satanism,0
2011,East Midlands,E12000004,Total,5083984,157,Other religion,Other religion: Satanism,0
2011,West Midlands,E12000005,Total,6467768,192,Other religion,Other religion: Satanism,0
2011,East,E12000006,Total,6362618,194,Other religion,Other religion: Satanism,0
2011,London,E12000007,Total,8676038,238,Other religion,Other religion: Satanism,0
2011,South East,E12000008,Total,8902274,278,Other religion,Other religion: Satanism,0
2011,South West,E12000009,Total,5566338,263,Other religion,Other religion: Satanism,0
2011,North East,E12000001,Total,2667497,67,Other religion,Other religion: Scientology,0
2011,North West,E12000002,Total,7431508,218,Other religion,Other religion: Scientology,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,109,Other religion,Other religion: Scientology,0
2011,East Midlands,E12000004,Total,5083984,110,Other religion,Other religion: Scientology,0
2011,West Midlands,E12000005,Total,6467768,182,Other religion,Other religion: Scientology,0
2011,East,E12000006,Total,6362618,125,Other religion,Other religion: Scientology,0
2011,London,E12000007,Total,8676038,358,Other religion,Other religion: Scientology,0
2011,South East,E12000008,Total,8902274,1020,Other religion,Other religion: Scientology,0
2011,South West,E12000009,Total,5566338,194,Other religion,Other religion: Scientology,0
2011,North East,E12000001,Total,2667497,20,Other religion,Other religion: Shamanism,0
2011,North West,E12000002,Total,7431508,65,Other religion,Other religion: Shamanism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,62,Other religion,Other religion: Shamanism,0
2011,East Midlands,E12000004,Total,5083984,66,Other religion,Other religion: Shamanism,0
2011,West Midlands,E12000005,Total,6467768,54,Other religion,Other religion: Shamanism,0
2011,East,E12000006,Total,6362618,57,Other religion,Other religion: Shamanism,0
2011,London,E12000007,Total,8676038,109,Other religion,Other religion: Shamanism,0
2011,South East,E12000008,Total,8902274,118,Other religion,Other religion: Shamanism,0
2011,South West,E12000009,Total,5566338,142,Other religion,Other religion: Shamanism,0
2011,North East,E12000001,Total,2667497,25,Other religion,Other religion: Shintoism,0
2011,North West,E12000002,Total,7431508,66,Other religion,Other religion: Shintoism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,75,Other religion,Other religion: Shintoism,0
2011,East Midlands,E12000004,Total,5083984,43,Other religion,Other religion: Shintoism,0
2011,West Midlands,E12000005,Total,6467768,80,Other religion,Other religion: Shintoism,0
2011,East,E12000006,Total,6362618,97,Other religion,Other religion: Shintoism,0
