date,geography,geography_code,Rural_Urban,total_pop,value,passports_region,passports,percs
2011,South West,E12000009,Total,5288935,138,British Overseas Territories,British Overseas Territories,0
2011,North East,E12000001,Total,2596886,5275,Europe,Ireland,0.2
2011,North West,E12000002,Total,7052177,38915,Europe,Ireland,0.55
2011,Yorkshire and The Humber,E12000003,Total,5283733,15401,Europe,Ireland,0.29
2011,East Midlands,E12000004,Total,4533222,17259,Europe,Ireland,0.38
2011,West Midlands,E12000005,Total,5601847,32465,Europe,Ireland,0.58
2011,East,E12000006,Total,5846965,39683,Europe,Ireland,0.68
2011,London,E12000007,Total,8173941,141029,Europe,Ireland,1.73
2011,South East,E12000008,Total,8634750,54224,Europe,Ireland,0.63
2011,South West,E12000009,Total,5288935,18595,Europe,Ireland,0.35
2011,North East,E12000001,Total,2596886,1251,Europe,EU: France,0.05
2011,North West,E12000002,Total,7052177,5700,Europe,EU: France,0.08
2011,Yorkshire and The Humber,E12000003,Total,5283733,3687,Europe,EU: France,0.07
2011,East Midlands,E12000004,Total,4533222,4212,Europe,EU: France,0.09
2011,West Midlands,E12000005,Total,5601847,5537,Europe,EU: France,0.1
2011,East,E12000006,Total,5846965,9189,Europe,EU: France,0.16
2011,London,E12000007,Total,8173941,85930,Europe,EU: France,1.05
2011,South East,E12000008,Total,8634750,21817,Europe,EU: France,0.25
2011,South West,E12000009,Total,5288935,6831,Europe,EU: France,0.13
2011,North East,E12000001,Total,2596886,2195,Europe,EU: Germany,0.08
2011,North West,E12000002,Total,7052177,7555,Europe,EU: Germany,0.11
2011,Yorkshire and The Humber,E12000003,Total,5283733,5027,Europe,EU: Germany,0.1
2011,East Midlands,E12000004,Total,4533222,5651,Europe,EU: Germany,0.12
2011,West Midlands,E12000005,Total,5601847,6655,Europe,EU: Germany,0.12
2011,East,E12000006,Total,5846965,11206,Europe,EU: Germany,0.19
2011,London,E12000007,Total,8173941,53405,Europe,EU: Germany,0.65
2011,South East,E12000008,Total,8634750,22236,Europe,EU: Germany,0.26
2011,South West,E12000009,Total,5288935,8527,Europe,EU: Germany,0.16
2011,North East,E12000001,Total,2596886,1475,Europe,EU: Italy,0.06
2011,North West,E12000002,Total,7052177,7985,Europe,EU: Italy,0.11
2011,Yorkshire and The Humber,E12000003,Total,5283733,5092,Europe,EU: Italy,0.1
2011,East Midlands,E12000004,Total,4533222,6505,Europe,EU: Italy,0.14
2011,West Midlands,E12000005,Total,5601847,5918,Europe,EU: Italy,0.11
2011,East,E12000006,Total,5846965,18971,Europe,EU: Italy,0.32
2011,London,E12000007,Total,8173941,77080,Europe,EU: Italy,0.94
2011,South East,E12000008,Total,8634750,21352,Europe,EU: Italy,0.25
2011,South West,E12000009,Total,5288935,7412,Europe,EU: Italy,0.14
2011,North East,E12000001,Total,2596886,1251,Europe,EU: Lithuania,0.05
2011,North West,E12000002,Total,7052177,4811,Europe,EU: Lithuania,0.07
2011,Yorkshire and The Humber,E12000003,Total,5283733,6195,Europe,EU: Lithuania,0.12
2011,East Midlands,E12000004,Total,4533222,8940,Europe,EU: Lithuania,0.2
2011,West Midlands,E12000005,Total,5601847,4919,Europe,EU: Lithuania,0.09
2011,East,E12000006,Total,5846965,18563,Europe,EU: Lithuania,0.32
2011,London,E12000007,Total,8173941,43965,Europe,EU: Lithuania,0.54
2011,South East,E12000008,Total,8634750,10504,Europe,EU: Lithuania,0.12
2011,South West,E12000009,Total,5288935,4140,Europe,EU: Lithuania,0.08
2011,North East,E12000001,Total,2596886,7489,Europe,EU: Other EU countries,0.29
2011,North West,E12000002,Total,7052177,35745,Europe,EU: Other EU countries,0.51
2011,Yorkshire and The Humber,E12000003,Total,5283733,33240,Europe,EU: Other EU countries,0.63
2011,East Midlands,E12000004,Total,4533222,34268,Europe,EU: Other EU countries,0.76
2011,West Midlands,E12000005,Total,5601847,41111,Europe,EU: Other EU countries,0.73
2011,East,E12000006,Total,5846965,45053,Europe,EU: Other EU countries,0.77
2011,London,E12000007,Total,8173941,197995,Europe,EU: Other EU countries,2.42
2011,South East,E12000008,Total,8634750,81544,Europe,EU: Other EU countries,0.94
2011,South West,E12000009,Total,5288935,29025,Europe,EU: Other EU countries,0.55
2011,North East,E12000001,Total,2596886,8243,Europe,EU: Poland,0.32
2011,North West,E12000002,Total,7052177,49591,Europe,EU: Poland,0.7
2011,Yorkshire and The Humber,E12000003,Total,5283733,44835,Europe,EU: Poland,0.85
2011,East Midlands,E12000004,Total,4533222,50740,Europe,EU: Poland,1.12
2011,West Midlands,E12000005,Total,5601847,49974,Europe,EU: Poland,0.89
2011,East,E12000006,Total,5846965,60195,Europe,EU: Poland,1.03
2011,London,E12000007,Total,8173941,156497,Europe,EU: Poland,1.91
2011,South East,E12000008,Total,8634750,78579,Europe,EU: Poland,0.91
2011,South West,E12000009,Total,5288935,42824,Europe,EU: Poland,0.81
2011,North East,E12000001,Total,2596886,851,Europe,EU: Portugal,0.03
2011,North West,E12000002,Total,7052177,5123,Europe,EU: Portugal,0.07
2011,Yorkshire and The Humber,E12000003,Total,5283733,3136,Europe,EU: Portugal,0.06
2011,East Midlands,E12000004,Total,4533222,7628,Europe,EU: Portugal,0.17
2011,West Midlands,E12000005,Total,5601847,4169,Europe,EU: Portugal,0.07
2011,East,E12000006,Total,5846965,13378,Europe,EU: Portugal,0.23
2011,London,E12000007,Total,8173941,58945,Europe,EU: Portugal,0.72
2011,South East,E12000008,Total,8634750,14848,Europe,EU: Portugal,0.17
2011,South West,E12000009,Total,5288935,7509,Europe,EU: Portugal,0.14
2011,North East,E12000001,Total,2596886,830,Europe,EU: Romania,0.03
2011,North West,E12000002,Total,7052177,2601,Europe,EU: Romania,0.04
2011,Yorkshire and The Humber,E12000003,Total,5283733,1943,Europe,EU: Romania,0.04
2011,East Midlands,E12000004,Total,4533222,2978,Europe,EU: Romania,0.07
2011,West Midlands,E12000005,Total,5601847,3787,Europe,EU: Romania,0.07
2011,East,E12000006,Total,5846965,6034,Europe,EU: Romania,0.1
2011,London,E12000007,Total,8173941,42774,Europe,EU: Romania,0.52
2011,South East,E12000008,Total,8634750,7867,Europe,EU: Romania,0.09
2011,South West,E12000009,Total,5288935,3047,Europe,EU: Romania,0.06
2011,North East,E12000001,Total,2596886,835,Europe,EU: Spain,0.03
2011,North West,E12000002,Total,7052177,5280,Europe,EU: Spain,0.07
2011,Yorkshire and The Humber,E12000003,Total,5283733,2549,Europe,EU: Spain,0.05
2011,East Midlands,E12000004,Total,4533222,2309,Europe,EU: Spain,0.05
2011,West Midlands,E12000005,Total,5601847,2444,Europe,EU: Spain,0.04
2011,East,E12000006,Total,5846965,6248,Europe,EU: Spain,0.11
2011,London,E12000007,Total,8173941,43320,Europe,EU: Spain,0.53
2011,South East,E12000008,Total,8634750,12973,Europe,EU: Spain,0.15
2011,South West,E12000009,Total,5288935,4416,Europe,EU: Spain,0.08
2011,North East,E12000001,Total,2596886,1322,Europe,Rest of Europe: Other Europe,0.05
2011,North West,E12000002,Total,7052177,4181,Europe,Rest of Europe: Other Europe,0.06
2011,Yorkshire and The Humber,E12000003,Total,5283733,2847,Europe,Rest of Europe: Other Europe,0.05
2011,East Midlands,E12000004,Total,4533222,2977,Europe,Rest of Europe: Other Europe,0.07
2011,West Midlands,E12000005,Total,5601847,3998,Europe,Rest of Europe: Other Europe,0.07
2011,East,E12000006,Total,5846965,6313,Europe,Rest of Europe: Other Europe,0.11
2011,London,E12000007,Total,8173941,37536,Europe,Rest of Europe: Other Europe,0.46
2011,South East,E12000008,Total,8634750,12376,Europe,Rest of Europe: Other Europe,0.14
2011,South West,E12000009,Total,5288935,4694,Europe,Rest of Europe: Other Europe,0.09
2011,North East,E12000001,Total,2596886,469,Europe,Rest of Europe: Turkey,0.02
2011,North West,E12000002,Total,7052177,1471,Europe,Rest of Europe: Turkey,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,1246,Europe,Rest of Europe: Turkey,0.02
2011,East Midlands,E12000004,Total,4533222,1222,Europe,Rest of Europe: Turkey,0.03
2011,West Midlands,E12000005,Total,5601847,1161,Europe,Rest of Europe: Turkey,0.02
2011,East,E12000006,Total,5846965,2066,Europe,Rest of Europe: Turkey,0.04
2011,London,E12000007,Total,8173941,15408,Europe,Rest of Europe: Turkey,0.19
2011,South East,E12000008,Total,8634750,3200,Europe,Rest of Europe: Turkey,0.04
2011,South West,E12000009,Total,5288935,1478,Europe,Rest of Europe: Turkey,0.03
2011,North East,E12000001,Total,2596886,1974668,Europe,United Kingdom,76.04
2011,North West,E12000002,Total,7052177,5492226,Europe,United Kingdom,77.88
2011,Yorkshire and The Humber,E12000003,Total,5283733,4021873,Europe,United Kingdom,76.12
2011,East Midlands,E12000004,Total,4533222,3374261,Europe,United Kingdom,74.43
2011,West Midlands,E12000005,Total,5601847,4142097,Europe,United Kingdom,73.94
2011,East,E12000006,Total,5846965,4480603,Europe,United Kingdom,76.63
2011,London,E12000007,Total,8173941,5820992,Europe,United Kingdom,71.21
2011,South East,E12000008,Total,8634750,6825574,Europe,United Kingdom,79.05
2011,South West,E12000009,Total,5288935,4042196,Europe,United Kingdom,76.43
2011,North East,E12000001,Total,2596886,108,Middle East and Asia,Central Asia,0
2011,North West,E12000002,Total,7052177,241,Middle East and Asia,Central Asia,0
2011,Yorkshire and The Humber,E12000003,Total,5283733,190,Middle East and Asia,Central Asia,0
2011,East Midlands,E12000004,Total,4533222,186,Middle East and Asia,Central Asia,0
2011,West Midlands,E12000005,Total,5601847,236,Middle East and Asia,Central Asia,0
2011,East,E12000006,Total,5846965,337,Middle East and Asia,Central Asia,0.01
2011,London,E12000007,Total,8173941,3248,Middle East and Asia,Central Asia,0.04
2011,South East,E12000008,Total,8634750,698,Middle East and Asia,Central Asia,0.01
2011,South West,E12000009,Total,5288935,279,Middle East and Asia,Central Asia,0.01
2011,North East,E12000001,Total,2596886,5221,Middle East and Asia,China,0.2
2011,North West,E12000002,Total,7052177,12957,Middle East and Asia,China,0.18
2011,Yorkshire and The Humber,E12000003,Total,5283733,10439,Middle East and Asia,China,0.2
2011,East Midlands,E12000004,Total,4533222,8339,Middle East and Asia,China,0.18
2011,West Midlands,E12000005,Total,5601847,9700,Middle East and Asia,China,0.17
2011,East,E12000006,Total,5846965,7483,Middle East and Asia,China,0.13
2011,London,E12000007,Total,8173941,24527,Middle East and Asia,China,0.3
2011,South East,E12000008,Total,8634750,12537,Middle East and Asia,China,0.15
2011,South West,E12000009,Total,5288935,6496,Middle East and Asia,China,0.12
2011,North East,E12000001,Total,2596886,372,Middle East and Asia,Hong Kong,0.01
2011,North West,E12000002,Total,7052177,636,Middle East and Asia,Hong Kong,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,568,Middle East and Asia,Hong Kong,0.01
2011,East Midlands,E12000004,Total,4533222,670,Middle East and Asia,Hong Kong,0.01
2011,West Midlands,E12000005,Total,5601847,840,Middle East and Asia,Hong Kong,0.01
2011,East,E12000006,Total,5846965,729,Middle East and Asia,Hong Kong,0.01
2011,London,E12000007,Total,8173941,1799,Middle East and Asia,Hong Kong,0.02
2011,South East,E12000008,Total,8634750,1677,Middle East and Asia,Hong Kong,0.02
2011,South West,E12000009,Total,5288935,975,Middle East and Asia,Hong Kong,0.02
2011,North East,E12000001,Total,2596886,414,Middle East and Asia,Japan,0.02
2011,North West,E12000002,Total,7052177,964,Middle East and Asia,Japan,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,772,Middle East and Asia,Japan,0.01
2011,East Midlands,E12000004,Total,4533222,747,Middle East and Asia,Japan,0.02
2011,West Midlands,E12000005,Total,5601847,1045,Middle East and Asia,Japan,0.02
2011,East,E12000006,Total,5846965,1810,Middle East and Asia,Japan,0.03
2011,London,E12000007,Total,8173941,19621,Middle East and Asia,Japan,0.24
2011,South East,E12000008,Total,8634750,4377,Middle East and Asia,Japan,0.05
2011,South West,E12000009,Total,5288935,1405,Middle East and Asia,Japan,0.03
2011,North East,E12000001,Total,2596886,491,Middle East and Asia,Other Eastern Asia,0.02
2011,North West,E12000002,Total,7052177,1166,Middle East and Asia,Other Eastern Asia,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,974,Middle East and Asia,Other Eastern Asia,0.02
2011,East Midlands,E12000004,Total,4533222,772,Middle East and Asia,Other Eastern Asia,0.02
2011,West Midlands,E12000005,Total,5601847,1209,Middle East and Asia,Other Eastern Asia,0.02
2011,East,E12000006,Total,5846965,1087,Middle East and Asia,Other Eastern Asia,0.02
2011,London,E12000007,Total,8173941,9959,Middle East and Asia,Other Eastern Asia,0.12
2011,South East,E12000008,Total,8634750,3388,Middle East and Asia,Other Eastern Asia,0.04
2011,South West,E12000009,Total,5288935,1188,Middle East and Asia,Other Eastern Asia,0.02
2011,North East,E12000001,Total,2596886,654,Middle East and Asia,Iran,0.03
2011,North West,E12000002,Total,7052177,2135,Middle East and Asia,Iran,0.03
2011,Yorkshire and The Humber,E12000003,Total,5283733,1474,Middle East and Asia,Iran,0.03
2011,East Midlands,E12000004,Total,4533222,769,Middle East and Asia,Iran,0.02
2011,West Midlands,E12000005,Total,5601847,1629,Middle East and Asia,Iran,0.03
2011,East,E12000006,Total,5846965,844,Middle East and Asia,Iran,0.01
2011,London,E12000007,Total,8173941,7826,Middle East and Asia,Iran,0.1
2011,South East,E12000008,Total,8634750,1917,Middle East and Asia,Iran,0.02
2011,South West,E12000009,Total,5288935,536,Middle East and Asia,Iran,0.01
2011,North East,E12000001,Total,2596886,449,Middle East and Asia,Iraq,0.02
2011,North West,E12000002,Total,7052177,1314,Middle East and Asia,Iraq,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,1485,Middle East and Asia,Iraq,0.03
2011,East Midlands,E12000004,Total,4533222,792,Middle East and Asia,Iraq,0.02
2011,West Midlands,E12000005,Total,5601847,1078,Middle East and Asia,Iraq,0.02
2011,East,E12000006,Total,5846965,480,Middle East and Asia,Iraq,0.01
2011,London,E12000007,Total,8173941,2231,Middle East and Asia,Iraq,0.03
2011,South East,E12000008,Total,8634750,773,Middle East and Asia,Iraq,0.01
2011,South West,E12000009,Total,5288935,360,Middle East and Asia,Iraq,0.01
2011,North East,E12000001,Total,2596886,1856,Middle East and Asia,Other Middle East,0.07
2011,North West,E12000002,Total,7052177,5474,Middle East and Asia,Other Middle East,0.08
2011,Yorkshire and The Humber,E12000003,Total,5283733,5632,Middle East and Asia,Other Middle East,0.11
2011,East Midlands,E12000004,Total,4533222,3814,Middle East and Asia,Other Middle East,0.08
2011,West Midlands,E12000005,Total,5601847,3058,Middle East and Asia,Other Middle East,0.05
2011,East,E12000006,Total,5846965,3297,Middle East and Asia,Other Middle East,0.06
2011,London,E12000007,Total,8173941,13409,Middle East and Asia,Other Middle East,0.16
2011,South East,E12000008,Total,8634750,5136,Middle East and Asia,Other Middle East,0.06
2011,South West,E12000009,Total,5288935,1677,Middle East and Asia,Other Middle East,0.03
2011,North East,E12000001,Total,2596886,1779,Middle East and Asia,Malaysia,0.07
2011,North West,E12000002,Total,7052177,3694,Middle East and Asia,Malaysia,0.05
2011,Yorkshire and The Humber,E12000003,Total,5283733,2962,Middle East and Asia,Malaysia,0.06
2011,East Midlands,E12000004,Total,4533222,2591,Middle East and Asia,Malaysia,0.06
2011,West Midlands,E12000005,Total,5601847,2835,Middle East and Asia,Malaysia,0.05
2011,East,E12000006,Total,5846965,3499,Middle East and Asia,Malaysia,0.06
2011,London,E12000007,Total,8173941,14627,Middle East and Asia,Malaysia,0.18
2011,South East,E12000008,Total,8634750,5764,Middle East and Asia,Malaysia,0.07
2011,South West,E12000009,Total,5288935,2222,Middle East and Asia,Malaysia,0.04
2011,North East,E12000001,Total,2596886,1490,Middle East and Asia,Other South-East Asia,0.06
2011,North West,E12000002,Total,7052177,3500,Middle East and Asia,Other South-East Asia,0.05
2011,Yorkshire and The Humber,E12000003,Total,5283733,2880,Middle East and Asia,Other South-East Asia,0.05
2011,East Midlands,E12000004,Total,4533222,2680,Middle East and Asia,Other South-East Asia,0.06
2011,West Midlands,E12000005,Total,5601847,3079,Middle East and Asia,Other South-East Asia,0.05
2011,East,E12000006,Total,5846965,3438,Middle East and Asia,Other South-East Asia,0.06
2011,London,E12000007,Total,8173941,11217,Middle East and Asia,Other South-East Asia,0.14
2011,South East,E12000008,Total,8634750,6261,Middle East and Asia,Other South-East Asia,0.07
2011,South West,E12000009,Total,5288935,3153,Middle East and Asia,Other South-East Asia,0.06
2011,North East,E12000001,Total,2596886,1773,Middle East and Asia,Philippines,0.07
2011,North West,E12000002,Total,7052177,3693,Middle East and Asia,Philippines,0.05
2011,Yorkshire and The Humber,E12000003,Total,5283733,2781,Middle East and Asia,Philippines,0.05
2011,East Midlands,E12000004,Total,4533222,2656,Middle East and Asia,Philippines,0.06
2011,West Midlands,E12000005,Total,5601847,3659,Middle East and Asia,Philippines,0.07
2011,East,E12000006,Total,5846965,6434,Middle East and Asia,Philippines,0.11
2011,London,E12000007,Total,8173941,19617,Middle East and Asia,Philippines,0.24
2011,South East,E12000008,Total,8634750,10761,Middle East and Asia,Philippines,0.12
2011,South West,E12000009,Total,5288935,4788,Middle East and Asia,Philippines,0.09
2011,North East,E12000001,Total,2596886,181,Middle East and Asia,Singapore,0.01
2011,North West,E12000002,Total,7052177,520,Middle East and Asia,Singapore,0.01
2011,Yorkshire and The Humber,E12000003,Total,5283733,368,Middle East and Asia,Singapore,0.01
2011,East Midlands,E12000004,Total,4533222,305,Middle East and Asia,Singapore,0.01
2011,West Midlands,E12000005,Total,5601847,445,Middle East and Asia,Singapore,0.01
2011,East,E12000006,Total,5846965,751,Middle East and Asia,Singapore,0.01
2011,London,E12000007,Total,8173941,4634,Middle East and Asia,Singapore,0.06
2011,South East,E12000008,Total,8634750,1195,Middle East and Asia,Singapore,0.01
2011,South West,E12000009,Total,5288935,437,Middle East and Asia,Singapore,0.01
2011,North East,E12000001,Total,2596886,253,Middle East and Asia,Afghanistan,0.01
2011,North West,E12000002,Total,7052177,1253,Middle East and Asia,Afghanistan,0.02
2011,Yorkshire and The Humber,E12000003,Total,5283733,1146,Middle East and Asia,Afghanistan,0.02
2011,East Midlands,E12000004,Total,4533222,840,Middle East and Asia,Afghanistan,0.02
2011,West Midlands,E12000005,Total,5601847,2404,Middle East and Asia,Afghanistan,0.04
2011,East,E12000006,Total,5846965,670,Middle East and Asia,Afghanistan,0.01
2011,London,E12000007,Total,8173941,8058,Middle East and Asia,Afghanistan,0.1
2011,South East,E12000008,Total,8634750,1327,Middle East and Asia,Afghanistan,0.02
2011,South West,E12000009,Total,5288935,283,Middle East and Asia,Afghanistan,0.01
2011,North East,E12000001,Total,2596886,1248,Middle East and Asia,Bangladesh,0.05
2011,North West,E12000002,Total,7052177,4778,Middle East and Asia,Bangladesh,0.07
