date,geography,geography_code,Rural_Urban,total_pop,value,passports_region,passports,percs
2011,Enfield,E09000010,Total,27753,47,Africa,Other Central and Western Africa,-0.02
2011,Greenwich,E09000011,Total,4092,70,Africa,Other Central and Western Africa,-0.00999999999999995
2011,Harrow,E09000015,Total,30951,35,Africa,Other Central and Western Africa,0.04
2011,Havering,E09000016,Total,39216,-15,Africa,Other Central and Western Africa,-0.05
2011,Hillingdon,E09000017,Total,38226,1,Africa,Other Central and Western Africa,0.03
2011,Hounslow,E09000018,Total,1296,36,Africa,Other Central and Western Africa,0.01
2011,Kingston upon Thames,E09000021,Total,4498,8,Africa,Other Central and Western Africa,0.05
2011,Merton,E09000024,Total,13686,18,Africa,Other Central and Western Africa,-0.01
2011,Redbridge,E09000026,Total,-15714,2,Africa,Other Central and Western Africa,0
2011,Richmond upon Thames,E09000027,Total,9649,6,Africa,Other Central and Western Africa,-0.03
2011,Sutton,E09000029,Total,11676,4,Africa,Other Central and Western Africa,-0.05
2011,Waltham Forest,E09000031,Total,18517,39,Africa,Other Central and Western Africa,0.01
2011,Camden,E09000007,Total,17240,6,Africa,North Africa,-0.03
2011,City of London,E09000001,Total,544,3,Africa,North Africa,0.01
2011,Hackney,E09000012,Total,13887,67,Africa,North Africa,0.05
2011,Hammersmith and Fulham,E09000013,Total,2492,132,Africa,North Africa,0.04
2011,Haringey,E09000014,Total,37136,15,Africa,North Africa,0.02
2011,Islington,E09000019,Total,12188,14,Africa,North Africa,0.02
2011,Kensington and Chelsea,E09000020,Total,11892,24,Africa,North Africa,-0.03
2011,Lambeth,E09000022,Total,65732,90,Africa,North Africa,-0.04
2011,Lewisham,E09000023,Total,1647,16,Africa,North Africa,0.05
2011,Newham,E09000025,Total,13923,41,Africa,North Africa,0.03
2011,Southwark,E09000028,Total,29347,59,Africa,North Africa,0.01
2011,Tower Hamlets,E09000030,Total,13467,73,Africa,North Africa,-0.00999999999999998
2011,Wandsworth,E09000032,Total,12062,17,Africa,North Africa,-0.03
2011,Westminster,E09000033,Total,23788,447,Africa,North Africa,0.13
2011,Barking and Dagenham,E09000002,Total,19697,-3,Africa,North Africa,0.02
2011,Barnet,E09000003,Total,-1464,-40,Africa,North Africa,-0.06
2011,Bexley,E09000004,Total,-7069,6,Africa,North Africa,-0.03
2011,Brent,E09000005,Total,34762,186,Africa,North Africa,0.06
2011,Bromley,E09000006,Total,-945,17,Africa,North Africa,0.03
2011,Croydon,E09000008,Total,1743,23,Africa,North Africa,0.02
2011,Ealing,E09000009,Total,46808,110,Africa,North Africa,-0.00999999999999998
2011,Enfield,E09000010,Total,27753,18,Africa,North Africa,0
2011,Greenwich,E09000011,Total,4092,18,Africa,North Africa,0.01
2011,Harrow,E09000015,Total,30951,39,Africa,North Africa,0.01
2011,Havering,E09000016,Total,39216,6,Africa,North Africa,-0.03
2011,Hillingdon,E09000017,Total,38226,-2,Africa,North Africa,-0.01
2011,Hounslow,E09000018,Total,1296,55,Africa,North Africa,0
2011,Kingston upon Thames,E09000021,Total,4498,-8,Africa,North Africa,-0.02
2011,Merton,E09000024,Total,13686,-16,Africa,North Africa,-0.01
2011,Redbridge,E09000026,Total,-15714,15,Africa,North Africa,0.01
2011,Richmond upon Thames,E09000027,Total,9649,-7,Africa,North Africa,0.01
2011,Sutton,E09000029,Total,11676,14,Africa,North Africa,0.04
2011,Waltham Forest,E09000031,Total,18517,41,Africa,North Africa,0.01
2011,Camden,E09000007,Total,17240,-1,Africa,Kenya,-0.04
2011,City of London,E09000001,Total,544,0,Africa,Kenya,-0.03
2011,Hackney,E09000012,Total,13887,5,Africa,Kenya,-0.03
2011,Hammersmith and Fulham,E09000013,Total,2492,9,Africa,Kenya,-0.02
2011,Haringey,E09000014,Total,37136,4,Africa,Kenya,-0.03
2011,Islington,E09000019,Total,12188,3,Africa,Kenya,-0.04
2011,Kensington and Chelsea,E09000020,Total,11892,7,Africa,Kenya,-0.04
2011,Lambeth,E09000022,Total,65732,19,Africa,Kenya,-0.04
2011,Lewisham,E09000023,Total,1647,73,Africa,Kenya,0.02
2011,Newham,E09000025,Total,13923,-10,Africa,Kenya,0
2011,Southwark,E09000028,Total,29347,11,Africa,Kenya,0.03
2011,Tower Hamlets,E09000030,Total,13467,16,Africa,Kenya,-0.04
2011,Wandsworth,E09000032,Total,12062,9,Africa,Kenya,-0.03
2011,Westminster,E09000033,Total,23788,6,Africa,Kenya,-0.05
2011,Barking and Dagenham,E09000002,Total,19697,-17,Africa,Kenya,-0.05
2011,Barnet,E09000003,Total,-1464,18,Africa,Kenya,-0.02
2011,Bexley,E09000004,Total,-7069,4,Africa,Kenya,-0.04
2011,Brent,E09000005,Total,34762,19,Africa,Kenya,0
2011,Bromley,E09000006,Total,-945,22,Africa,Kenya,-0.03
2011,Croydon,E09000008,Total,1743,5,Africa,Kenya,0.04
2011,Ealing,E09000009,Total,46808,-23,Africa,Kenya,0.02
2011,Enfield,E09000010,Total,27753,28,Africa,Kenya,0.03
2011,Greenwich,E09000011,Total,4092,13,Africa,Kenya,0.02
2011,Harrow,E09000015,Total,30951,42,Africa,Kenya,-0.05
2011,Havering,E09000016,Total,39216,9,Africa,Kenya,-0.03
2011,Hillingdon,E09000017,Total,38226,-68,Africa,Kenya,-0.01
2011,Hounslow,E09000018,Total,1296,5,Africa,Kenya,-0.02
2011,Kingston upon Thames,E09000021,Total,4498,4,Africa,Kenya,-0.05
2011,Merton,E09000024,Total,13686,8,Africa,Kenya,-0.03
2011,Redbridge,E09000026,Total,-15714,9,Africa,Kenya,0.03
2011,Richmond upon Thames,E09000027,Total,9649,-2,Africa,Kenya,-0.03
2011,Sutton,E09000029,Total,11676,5,Africa,Kenya,-0.03
2011,Waltham Forest,E09000031,Total,18517,7,Africa,Kenya,-0.04
2011,Camden,E09000007,Total,17240,29,Africa,Other South and Eastern Africa,0.04
2011,City of London,E09000001,Total,544,0,Africa,Other South and Eastern Africa,-0.03
2011,Hackney,E09000012,Total,13887,7,Africa,Other South and Eastern Africa,0.01
2011,Hammersmith and Fulham,E09000013,Total,2492,-20,Africa,Other South and Eastern Africa,0
2011,Haringey,E09000014,Total,37136,-64,Africa,Other South and Eastern Africa,-0.03
2011,Islington,E09000019,Total,12188,-12,Africa,Other South and Eastern Africa,0.02
2011,Kensington and Chelsea,E09000020,Total,11892,-16,Africa,Other South and Eastern Africa,-0.05
2011,Lambeth,E09000022,Total,65732,54,Africa,Other South and Eastern Africa,-0.07
2011,Lewisham,E09000023,Total,1647,221,Africa,Other South and Eastern Africa,0.08
2011,Newham,E09000025,Total,13923,108,Africa,Other South and Eastern Africa,0.02
2011,Southwark,E09000028,Total,29347,133,Africa,Other South and Eastern Africa,-0.01
2011,Tower Hamlets,E09000030,Total,13467,-14,Africa,Other South and Eastern Africa,-0.04
2011,Wandsworth,E09000032,Total,12062,31,Africa,Other South and Eastern Africa,-0.00999999999999998
2011,Westminster,E09000033,Total,23788,45,Africa,Other South and Eastern Africa,0.04
2011,Barking and Dagenham,E09000002,Total,19697,26,Africa,Other South and Eastern Africa,0
2011,Barnet,E09000003,Total,-1464,165,Africa,Other South and Eastern Africa,0.09
2011,Bexley,E09000004,Total,-7069,43,Africa,Other South and Eastern Africa,0.07
2011,Brent,E09000005,Total,34762,4,Africa,Other South and Eastern Africa,0
2011,Bromley,E09000006,Total,-945,-3,Africa,Other South and Eastern Africa,-0.01
2011,Croydon,E09000008,Total,1743,601,Africa,Other South and Eastern Africa,0.16
2011,Ealing,E09000009,Total,46808,31,Africa,Other South and Eastern Africa,0.02
2011,Enfield,E09000010,Total,27753,144,Africa,Other South and Eastern Africa,-0.05
2011,Greenwich,E09000011,Total,4092,61,Africa,Other South and Eastern Africa,0.03
2011,Harrow,E09000015,Total,30951,7,Africa,Other South and Eastern Africa,-0.00999999999999998
2011,Havering,E09000016,Total,39216,-6,Africa,Other South and Eastern Africa,0
2011,Hillingdon,E09000017,Total,38226,-31,Africa,Other South and Eastern Africa,-0.06
2011,Hounslow,E09000018,Total,1296,122,Africa,Other South and Eastern Africa,0
2011,Kingston upon Thames,E09000021,Total,4498,-8,Africa,Other South and Eastern Africa,0.02
2011,Merton,E09000024,Total,13686,95,Africa,Other South and Eastern Africa,0.05
2011,Redbridge,E09000026,Total,-15714,245,Africa,Other South and Eastern Africa,0.08
2011,Richmond upon Thames,E09000027,Total,9649,21,Africa,Other South and Eastern Africa,0.04
2011,Sutton,E09000029,Total,11676,33,Africa,Other South and Eastern Africa,-0.01
2011,Waltham Forest,E09000031,Total,18517,22,Africa,Other South and Eastern Africa,-0.04
2011,Camden,E09000007,Total,17240,-1,Africa,Somalia,-0.02
2011,City of London,E09000001,Total,544,0,Africa,Somalia,0
2011,Hackney,E09000012,Total,13887,1,Africa,Somalia,-0.01
2011,Hammersmith and Fulham,E09000013,Total,2492,2,Africa,Somalia,-0.01
2011,Haringey,E09000014,Total,37136,0,Africa,Somalia,-0.02
2011,Islington,E09000019,Total,12188,4,Africa,Somalia,-0.02
2011,Kensington and Chelsea,E09000020,Total,11892,1,Africa,Somalia,0
2011,Lambeth,E09000022,Total,65732,3,Africa,Somalia,-0.01
2011,Lewisham,E09000023,Total,1647,2,Africa,Somalia,0
2011,Newham,E09000025,Total,13923,3,Africa,Somalia,-0.01
2011,Southwark,E09000028,Total,29347,0,Africa,Somalia,0
2011,Tower Hamlets,E09000030,Total,13467,3,Africa,Somalia,-0.02
2011,Wandsworth,E09000032,Total,12062,-2,Africa,Somalia,-0.01
2011,Westminster,E09000033,Total,23788,2,Africa,Somalia,-0.01
2011,Barking and Dagenham,E09000002,Total,19697,1,Africa,Somalia,-0.01
2011,Barnet,E09000003,Total,-1464,2,Africa,Somalia,-0.01
2011,Bexley,E09000004,Total,-7069,0,Africa,Somalia,0
2011,Brent,E09000005,Total,34762,-5,Africa,Somalia,-0.02
2011,Bromley,E09000006,Total,-945,0,Africa,Somalia,0
2011,Croydon,E09000008,Total,1743,-1,Africa,Somalia,0
2011,Ealing,E09000009,Total,46808,8,Africa,Somalia,-0.02
2011,Enfield,E09000010,Total,27753,-3,Africa,Somalia,-0.01
2011,Greenwich,E09000011,Total,4092,2,Africa,Somalia,-0.01
2011,Harrow,E09000015,Total,30951,4,Africa,Somalia,-0.01
2011,Havering,E09000016,Total,39216,0,Africa,Somalia,0
2011,Hillingdon,E09000017,Total,38226,5,Africa,Somalia,-0.01
2011,Hounslow,E09000018,Total,1296,-1,Africa,Somalia,-0.01
2011,Kingston upon Thames,E09000021,Total,4498,0,Africa,Somalia,0
2011,Merton,E09000024,Total,13686,0,Africa,Somalia,0
2011,Redbridge,E09000026,Total,-15714,0,Africa,Somalia,0
2011,Richmond upon Thames,E09000027,Total,9649,0,Africa,Somalia,0
2011,Sutton,E09000029,Total,11676,0,Africa,Somalia,0
2011,Waltham Forest,E09000031,Total,18517,0,Africa,Somalia,-0.01
2011,Camden,E09000007,Total,17240,78,Africa,South Africa,0.01
2011,City of London,E09000001,Total,544,0,Africa,South Africa,0
2011,Hackney,E09000012,Total,13887,-8,Africa,South Africa,-0.03
2011,Hammersmith and Fulham,E09000013,Total,2492,36,Africa,South Africa,-0.03
2011,Haringey,E09000014,Total,37136,58,Africa,South Africa,0.03
2011,Islington,E09000019,Total,12188,29,Africa,South Africa,0.05
2011,Kensington and Chelsea,E09000020,Total,11892,20,Africa,South Africa,0
2011,Lambeth,E09000022,Total,65732,-90,Africa,South Africa,-0.04
2011,Lewisham,E09000023,Total,1647,126,Africa,South Africa,0.09
2011,Newham,E09000025,Total,13923,47,Africa,South Africa,-0.03
2011,Southwark,E09000028,Total,29347,-15,Africa,South Africa,-0.01
2011,Tower Hamlets,E09000030,Total,13467,30,Africa,South Africa,-0.03
2011,Wandsworth,E09000032,Total,12062,268,Africa,South Africa,0.09
2011,Westminster,E09000033,Total,23788,-42,Africa,South Africa,-0.04
2011,Barking and Dagenham,E09000002,Total,19697,27,Africa,South Africa,0
2011,Barnet,E09000003,Total,-1464,84,Africa,South Africa,0.05
2011,Bexley,E09000004,Total,-7069,48,Africa,South Africa,-0.01
2011,Brent,E09000005,Total,34762,69,Africa,South Africa,-0.03
2011,Bromley,E09000006,Total,-945,10,Africa,South Africa,-0.00999999999999998
2011,Croydon,E09000008,Total,1743,14,Africa,South Africa,0.02
2011,Ealing,E09000009,Total,46808,-27,Africa,South Africa,-0.07
2011,Enfield,E09000010,Total,27753,11,Africa,South Africa,-0.01
2011,Greenwich,E09000011,Total,4092,109,Africa,South Africa,0.04
2011,Harrow,E09000015,Total,30951,77,Africa,South Africa,-0.03
2011,Havering,E09000016,Total,39216,38,Africa,South Africa,0
2011,Hillingdon,E09000017,Total,38226,-48,Africa,South Africa,-0.05
2011,Hounslow,E09000018,Total,1296,81,Africa,South Africa,-0.00999999999999998
2011,Kingston upon Thames,E09000021,Total,4498,119,Africa,South Africa,0.07
2011,Merton,E09000024,Total,13686,342,Africa,South Africa,0.0999999999999999
2011,Redbridge,E09000026,Total,-15714,-9,Africa,South Africa,0
2011,Richmond upon Thames,E09000027,Total,9649,145,Africa,South Africa,0.06
2011,Sutton,E09000029,Total,11676,95,Africa,South Africa,0.05
2011,Waltham Forest,E09000031,Total,18517,105,Africa,South Africa,0
2011,Camden,E09000007,Total,17240,2,Africa,Zimbabwe,-0.03
2011,City of London,E09000001,Total,544,1,Africa,Zimbabwe,0.05
2011,Hackney,E09000012,Total,13887,15,Africa,Zimbabwe,0.02
2011,Hammersmith and Fulham,E09000013,Total,2492,5,Africa,Zimbabwe,-0.04
2011,Haringey,E09000014,Total,37136,34,Africa,Zimbabwe,0.04
2011,Islington,E09000019,Total,12188,9,Africa,Zimbabwe,-0.03
2011,Kensington and Chelsea,E09000020,Total,11892,-8,Africa,Zimbabwe,-0.02
2011,Lambeth,E09000022,Total,65732,6,Africa,Zimbabwe,0.03
2011,Lewisham,E09000023,Total,1647,-34,Africa,Zimbabwe,-0.06
2011,Newham,E09000025,Total,13923,52,Africa,Zimbabwe,-0.03
2011,Southwark,E09000028,Total,29347,6,Africa,Zimbabwe,0.01
2011,Tower Hamlets,E09000030,Total,13467,21,Africa,Zimbabwe,0.05
2011,Wandsworth,E09000032,Total,12062,17,Africa,Zimbabwe,0.05
2011,Westminster,E09000033,Total,23788,5,Africa,Zimbabwe,-0.03
2011,Barking and Dagenham,E09000002,Total,19697,29,Africa,Zimbabwe,-0.05
2011,Barnet,E09000003,Total,-1464,10,Africa,Zimbabwe,0.02
2011,Bexley,E09000004,Total,-7069,36,Africa,Zimbabwe,0.03
2011,Brent,E09000005,Total,34762,-7,Africa,Zimbabwe,-0.05
2011,Bromley,E09000006,Total,-945,44,Africa,Zimbabwe,0
2011,Croydon,E09000008,Total,1743,20,Africa,Zimbabwe,0.02
2011,Ealing,E09000009,Total,46808,-1,Africa,Zimbabwe,0.03
2011,Enfield,E09000010,Total,27753,17,Africa,Zimbabwe,-0.04
2011,Greenwich,E09000011,Total,4092,129,Africa,Zimbabwe,0
2011,Harrow,E09000015,Total,30951,-18,Africa,Zimbabwe,0.03
2011,Havering,E09000016,Total,39216,12,Africa,Zimbabwe,-0.05
2011,Hillingdon,E09000017,Total,38226,37,Africa,Zimbabwe,0.03
2011,Hounslow,E09000018,Total,1296,5,Africa,Zimbabwe,-0.02
2011,Kingston upon Thames,E09000021,Total,4498,5,Africa,Zimbabwe,-0.02
2011,Merton,E09000024,Total,13686,32,Africa,Zimbabwe,0.05
2011,Redbridge,E09000026,Total,-15714,28,Africa,Zimbabwe,-0.01
2011,Richmond upon Thames,E09000027,Total,9649,0,Africa,Zimbabwe,0.04
2011,Sutton,E09000029,Total,11676,42,Africa,Zimbabwe,0.03
2011,Waltham Forest,E09000031,Total,18517,23,Africa,Zimbabwe,0
2011,Camden,E09000007,Total,17240,390,Antarctica and Oceania,Australia,0.02
2011,City of London,E09000001,Total,544,-7,Antarctica and Oceania,Australia,-0.19
2011,Hackney,E09000012,Total,13887,-12,Antarctica and Oceania,Australia,-0.01
2011,Hammersmith and Fulham,E09000013,Total,2492,191,Antarctica and Oceania,Australia,0.04
2011,Haringey,E09000014,Total,37136,182,Antarctica and Oceania,Australia,-0.03
2011,Islington,E09000019,Total,12188,40,Antarctica and Oceania,Australia,-0.0499999999999998
2011,Kensington and Chelsea,E09000020,Total,11892,-69,Antarctica and Oceania,Australia,-0.1
2011,Lambeth,E09000022,Total,65732,429,Antarctica and Oceania,Australia,-0.06
2011,Lewisham,E09000023,Total,1647,98,Antarctica and Oceania,Australia,0
2011,Newham,E09000025,Total,13923,-18,Antarctica and Oceania,Australia,-0.01
2011,Southwark,E09000028,Total,29347,529,Antarctica and Oceania,Australia,0.13
2011,Tower Hamlets,E09000030,Total,13467,492,Antarctica and Oceania,Australia,0.12
2011,Wandsworth,E09000032,Total,12062,-296,Antarctica and Oceania,Australia,-0.0999999999999999
2011,Westminster,E09000033,Total,23788,1010,Antarctica and Oceania,Australia,0.29
2011,Barking and Dagenham,E09000002,Total,19697,-7,Antarctica and Oceania,Australia,-0.03
2011,Barnet,E09000003,Total,-1464,63,Antarctica and Oceania,Australia,-0.02
2011,Bexley,E09000004,Total,-7069,-5,Antarctica and Oceania,Australia,-0.05
2011,Brent,E09000005,Total,34762,31,Antarctica and Oceania,Australia,0
2011,Bromley,E09000006,Total,-945,16,Antarctica and Oceania,Australia,-0.04
2011,Croydon,E09000008,Total,1743,36,Antarctica and Oceania,Australia,0
2011,Ealing,E09000009,Total,46808,-64,Antarctica and Oceania,Australia,-0.05
2011,Enfield,E09000010,Total,27753,-57,Antarctica and Oceania,Australia,0.01
2011,Greenwich,E09000011,Total,4092,36,Antarctica and Oceania,Australia,-0.03
2011,Harrow,E09000015,Total,30951,-1,Antarctica and Oceania,Australia,0.01
2011,Havering,E09000016,Total,39216,9,Antarctica and Oceania,Australia,-0.04
2011,Hillingdon,E09000017,Total,38226,-4,Antarctica and Oceania,Australia,0.01
2011,Hounslow,E09000018,Total,1296,107,Antarctica and Oceania,Australia,0.02
2011,Kingston upon Thames,E09000021,Total,4498,33,Antarctica and Oceania,Australia,0.02
2011,Merton,E09000024,Total,13686,136,Antarctica and Oceania,Australia,0.08
2011,Redbridge,E09000026,Total,-15714,-9,Antarctica and Oceania,Australia,-0.01
2011,Richmond upon Thames,E09000027,Total,9649,69,Antarctica and Oceania,Australia,0.04
2011,Sutton,E09000029,Total,11676,22,Antarctica and Oceania,Australia,-0.01
2011,Waltham Forest,E09000031,Total,18517,24,Antarctica and Oceania,Australia,0.04
2011,Camden,E09000007,Total,17240,262,Antarctica and Oceania,New Zealand,0.09
2011,City of London,E09000001,Total,544,-5,Antarctica and Oceania,New Zealand,-0.07
2011,Hackney,E09000012,Total,13887,95,Antarctica and Oceania,New Zealand,0.04
2011,Hammersmith and Fulham,E09000013,Total,2492,125,Antarctica and Oceania,New Zealand,0.04
2011,Haringey,E09000014,Total,37136,77,Antarctica and Oceania,New Zealand,0.02
2011,Islington,E09000019,Total,12188,46,Antarctica and Oceania,New Zealand,0.03
2011,Kensington and Chelsea,E09000020,Total,11892,-107,Antarctica and Oceania,New Zealand,-0.13
2011,Lambeth,E09000022,Total,65732,166,Antarctica and Oceania,New Zealand,-0.09
2011,Lewisham,E09000023,Total,1647,23,Antarctica and Oceania,New Zealand,0.03
2011,Newham,E09000025,Total,13923,-5,Antarctica and Oceania,New Zealand,0.04
2011,Southwark,E09000028,Total,29347,3,Antarctica and Oceania,New Zealand,-0.07
2011,Tower Hamlets,E09000030,Total,13467,68,Antarctica and Oceania,New Zealand,0.05
2011,Wandsworth,E09000032,Total,12062,810,Antarctica and Oceania,New Zealand,0.26
2011,Westminster,E09000033,Total,23788,99,Antarctica and Oceania,New Zealand,-0.01
2011,Barking and Dagenham,E09000002,Total,19697,-1,Antarctica and Oceania,New Zealand,-0.02
2011,Barnet,E09000003,Total,-1464,81,Antarctica and Oceania,New Zealand,0.01
2011,Bexley,E09000004,Total,-7069,2,Antarctica and Oceania,New Zealand,-0.03
2011,Brent,E09000005,Total,34762,-10,Antarctica and Oceania,New Zealand,-0.04
2011,Bromley,E09000006,Total,-945,-13,Antarctica and Oceania,New Zealand,0.02
2011,Croydon,E09000008,Total,1743,0,Antarctica and Oceania,New Zealand,0.05
2011,Ealing,E09000009,Total,46808,279,Antarctica and Oceania,New Zealand,-0.01
2011,Enfield,E09000010,Total,27753,21,Antarctica and Oceania,New Zealand,-0.04
2011,Greenwich,E09000011,Total,4092,43,Antarctica and Oceania,New Zealand,-0.02
2011,Harrow,E09000015,Total,30951,12,Antarctica and Oceania,New Zealand,0.04
2011,Havering,E09000016,Total,39216,8,Antarctica and Oceania,New Zealand,-0.03
2011,Hillingdon,E09000017,Total,38226,23,Antarctica and Oceania,New Zealand,0.03
2011,Hounslow,E09000018,Total,1296,44,Antarctica and Oceania,New Zealand,0.01
2011,Kingston upon Thames,E09000021,Total,4498,19,Antarctica and Oceania,New Zealand,-0.04
2011,Merton,E09000024,Total,13686,88,Antarctica and Oceania,New Zealand,0.03
